2021-09-22 10:10:04,730 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_wrist_yaw_link to child right_wrist_pitch_link failed
2021-09-22 10:10:04,930 INFO  ExportHelperExtension.cs: 347 - Creating joint right_wrist_roll_link
2021-09-22 10:10:05,095 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_wrist_pitch_link to child right_wrist_roll_link failed
2021-09-22 10:10:09,013 INFO  ExportHelperExtension.cs: 347 - Creating joint right_thumb_link
2021-09-22 10:10:09,196 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_wrist_roll_link to child right_thumb_link failed
2021-09-22 10:10:10,188 INFO  ExportHelperExtension.cs: 347 - Creating joint right_index_link
2021-09-22 10:10:10,376 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_wrist_roll_link to child right_index_link failed
2021-09-22 10:10:13,002 INFO  ExportHelperExtension.cs: 347 - Creating joint right_middle_link
2021-09-22 10:10:13,190 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_wrist_roll_link to child right_middle_link failed
2021-09-22 10:10:15,851 INFO  ExportHelperExtension.cs: 347 - Creating joint right_ring_link
2021-09-22 10:10:16,032 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_wrist_roll_link to child right_ring_link failed
2021-09-22 10:10:18,694 INFO  ExportHelperExtension.cs: 347 - Creating joint right_pinky_link
2021-09-22 10:10:18,893 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_wrist_roll_link to child right_pinky_link failed
2021-09-22 10:10:21,591 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_right_elbow_pitch
2021-09-22 10:10:21,682 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_elbow_yaw_link to child imu_right_elbow_pitch failed
2021-09-22 10:10:21,794 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_right_elbow_yaw
2021-09-22 10:10:21,895 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_shoulder_roll_link to child imu_right_elbow_yaw failed
2021-09-22 10:10:21,986 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_right_shoulder_roll
2021-09-22 10:10:22,067 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent right_shoulder_pitch_link to child imu_right_shoulder_roll failed
2021-09-22 10:10:22,142 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_neck_yaw
2021-09-22 10:10:22,222 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent lumbar_roll_link to child imu_neck_yaw failed
2021-09-22 10:10:22,311 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_left_shoulder_pitch
2021-09-22 10:10:22,411 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent lumbar_roll_link to child imu_left_shoulder_pitch failed
2021-09-22 10:10:22,507 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_right_shoulder_pitch
2021-09-22 10:10:22,572 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent lumbar_roll_link to child imu_right_shoulder_pitch failed
2021-09-22 10:10:22,667 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_lumbar_roll
2021-09-22 10:10:22,753 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent lumbar_pitch_Link to child imu_lumbar_roll failed
2021-09-22 10:10:22,847 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_lumbar_pitch
2021-09-22 10:10:22,926 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent lumbar_yaw_link to child imu_lumbar_pitch failed
2021-09-22 10:10:23,020 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_lumbar_yaw
2021-09-22 10:10:23,088 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent knee_link to child imu_lumbar_yaw failed
2021-09-22 10:10:23,171 INFO  ExportHelperExtension.cs: 347 - Creating joint laser_frame
2021-09-22 10:10:23,172 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child laser_frame failed
2021-09-22 10:13:26,614 INFO  ExportHelperExtension.cs: 347 - Creating joint sonar_frame
2021-09-22 10:13:26,615 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child sonar_frame failed
2021-09-22 10:13:26,657 INFO  ExportHelperExtension.cs: 347 - Creating joint imu_knee
2021-09-22 10:13:26,755 WARN  ExportHelperExtension.cs: 351 - Creating joint from parent base_link to child imu_knee failed
2021-09-22 10:13:27,028 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 001_xr1_dvt4_asm_0329_sensor_edited
2021-09-22 10:13:27,037 INFO  ExportHelperExtension.cs: 1136 - Found 286 in 001_xr1_dvt4_asm_0329_sensor_edited
2021-09-22 10:13:27,038 INFO  ExportHelperExtension.cs: 1145 - Found 84 features of type [CoordSys] in 001_xr1_dvt4_asm_0329_sensor_edited
2021-09-22 10:13:27,038 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-22 10:13:27,039 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2021-09-22 10:13:27,039 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 0-Ginger-V10-Inner-Frame-0825-1
2021-09-22 10:13:27,039 INFO  ExportHelperExtension.cs: 1136 - Found 68 in 0-Ginger-V10-Inner-Frame-0825-1
