#{"t_start": 1702283089.2674644, "env_id": "None"}
r,l,t1253.133629,77,3.85547111331.667825,70,4.617075111264.194229,57,5.425656111335.711567,69,6.291321131307.452963,63,7.22133411350.491394,74,8.136886

1230.975914,51,8.895208
