reward/env_0,reward/env_1,time/total_timesteps,eval/mean_reward,eval/success_rate,eval/mean_ep_length,train/value_loss,train/learning_rate,train/entropy_loss,train/std,train/loss,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/n_updates,train/approx_kl,train/explained_variance
-8.069495991895383,,,,,,,,,,,,,,,,
,,560000,-560.9074419000001,0.0,79.3,,,,,,,,,,,
,487.4007787129778,,,,,,,,,,,,,,,
208.0042054174683,,,,,,,,,,,,,,,,
,399.267405435511,,,,,,,,,,,,,,,
345.54189522298395,,,,,,48337.076953125,0.0003,-8.158733415603638,0.9437229633331299,22530.697265625,-0.0009145840245764703,0.2,9.765625e-05,1370,0.0016244531,4.684925079345703e-05
,443.25604936092975,,,,,,,,,,,,,,,
419.651886262924,,,,,,,,,,,,,,,,
,,562000,-876.4904982999999,0.0,84.0,,,,,,,,,,,
,228.62972163389628,,,,,,,,,,,,,,,
232.99773988391067,,,,,,,,,,,,,,,,
,713.614626825966,,,,,,,,,,,,,,,
762.4238254302206,,,,,,,,,,,,,,,,
,246.2342232985674,,,,,,,,,,,,,,,
-136.16810537920543,,,,,,,,,,,,,,,,
,585.8988538495939,,,,,,,,,,,,,,,
,,564000,-718.5666994999999,0.0,89.5,,,,,,,,,,,
235.76006358449467,,,,,,,,,,,,,,,,
,274.13656046127016,,,,,,,,,,,,,,,
711.0410620345489,,,,,,,,,,,,,,,,
,712.5275293461775,,,,,,,,,,,,,,,
736.8303029191039,,,,,,58243.0662109375,0.0003,-8.158227109909058,0.9437592625617981,28728.7109375,-0.0004600107436999679,0.2,2.44140625e-05,1380,0.001459615,1.8477439880371094e-06
,-34.62767679362471,,,,,,,,,,,,,,,
,,566000,-964.1320784,0.0,95.6,,,,,,,,,,,
538.1853527814044,,,,,,,,,,,,,,,,
,627.3862876547723,,,,,,,,,,,,,,,
379.4247079437172,,,,,,,,,,,,,,,,
,439.4678400128396,,,,,,,,,,,,,,,
268.9989595210059,,,,,,,,,,,,,,,,
,378.26026222954624,,,,,,,,,,,,,,,
,,568000,-1019.0443929999999,0.0,96.6,,,,,,,,,,,
56.72592327436739,,,,,,,,,,,,,,,,
,514.3186074660949,,,,,,,,,,,,,,,
476.2958612865631,,,,,,,,,,,,,,,,
,305.41994082858423,,,,,,,,,,,,,,,
106.86157902857568,,,,,,48192.464453125,0.0003,-8.157882595062256,0.9435639381408691,25532.099609375,-0.0012667764211073517,0.2,4.8828125e-05,1390,0.0017065881,2.968311309814453e-05
,511.721612680573,,,,,,,,,,,,,,,
195.3894478686202,,,,,,,,,,,,,,,,
,,570000,-988.6220473,0.0,98.9,,,,,,,,,,,
,439.0645395551197,,,,,,,,,,,,,,,
,1150.265955608958,,,,,,,,,,,,,,,
-160.9552475329637,,,,,,,,,,,,,,,,
,694.9151679755931,,,,,,,,,,,,,,,
213.5190499432095,,,,,,,,,,,,,,,,
,474.75118971117706,,,,,,,,,,,,,,,
678.5593033725506,,,,,,,,,,,,,,,,
,,572000,-878.6551293,0.0,95.7,,,,,,,,,,,
1194.7414229827907,,,,,,,,,,,,,,,,
,544.8850898579253,,,,,,,,,,,,,,,
7.714477421020303,,,,,,,,,,,,,,,,
,44.832950707965345,,,,,,,,,,,,,,,
252.3195891078263,,,,,,62729.110546875,0.0003,-8.156203126907348,0.9433273673057556,30202.29296875,6.837620167061686e-05,0.2,0.0,1400,0.00035522674,7.843971252441406e-05
,458.3809604338652,,,,,,,,,,,,,,,
,,574000,-1190.2848806,0.0,95.1,,,,,,,,,,,
17.14719690980234,,,,,,,,,,,,,,,,
,324.76931952724664,,,,,,,,,,,,,,,
408.0686431803868,,,,,,,,,,,,,,,,
,192.6501756398357,,,,,,,,,,,,,,,
-56.237118369134535,,,,,,,,,,,,,,,,
,-57.40093577725355,,,,,,,,,,,,,,,
,,576000,-799.9349642000001,0.0,90.8,,,,,,,,,,,
290.4925876605165,,,,,,,,,,,,,,,,
,165.70961675224498,,,,,,,,,,,,,,,
283.6073837335682,,,,,,,,,,,,,,,,
,204.7723608271528,,,,,,,,,,,,,,,
143.35018010941653,,,,,,,,,,,,,,,,
,481.37063762767775,,,,,,,,,,,,,,,
431.8075562217252,,,,,,34335.20361328125,0.0003,-8.155262231826782,0.9433126449584961,16944.328125,-0.0009576175216352567,0.2,0.003173828125,1410,0.0037849015,3.349781036376953e-05
,,578000,-1326.6470041,0.0,100.7,,,,,,,,,,,
,277.36693488824176,,,,,,,,,,,,,,,
125.4698199774513,,,,,,,,,,,,,,,,
,211.5651769379346,,,,,,,,,,,,,,,
415.84537481187454,,,,,,,,,,,,,,,,
,490.90087202544373,,,,,,,,,,,,,,,
329.06556612149006,,,,,,,,,,,,,,,,
,904.4452510756342,,,,,,,,,,,,,,,
,,580000,-962.9779212000001,0.0,93.4,,,,,,,,,,,
3.6761531080792453,,,,,,,,,,,,,,,,
,204.94116574660046,,,,,,,,,,,,,,,
488.784887360649,,,,,,,,,,,,,,,,
,-3.257020799857858,,,,,,,,,,,,,,,
436.41199946559044,,,,,,,,,,,,,,,,
,261.16319117330653,,,,,,,,,,,,,,,
,,582000,-803.1006024000001,0.0,92.8,45298.1416015625,0.0003,-8.154862546920777,0.9431309700012207,21812.220703125,-0.0001437463128240779,0.2,0.0,1420,0.0004029683,6.270408630371094e-05
-3.7741395295378934,,,,,,,,,,,,,,,,
,216.8063481681536,,,,,,,,,,,,,,,
335.26188615820377,,,,,,,,,,,,,,,,
,250.57623692140592,,,,,,,,,,,,,,,
180.93022043753166,,,,,,,,,,,,,,,,
,259.0823675691778,,,,,,,,,,,,,,,
302.4872117225972,,,,,,,,,,,,,,,,
,,584000,-722.8947416999999,0.0,95.4,,,,,,,,,,,
,226.91626696252564,,,,,,,,,,,,,,,
691.0140689486987,,,,,,,,,,,,,,,,
,214.56099810800833,,,,,,,,,,,,,,,
162.95689496062874,,,,,,,,,,,,,,,,
,214.48914009307856,,,,,,,,,,,,,,,
134.5501193855324,,,,,,36575.43486328125,0.0003,-8.152988147735595,0.9427635073661804,18235.91796875,-0.002247548557352275,0.2,0.018603515625,1430,0.0068183527,1.3828277587890625e-05
,194.0942253071038,,,,,,,,,,,,,,,
,,586000,-1611.8109934,0.0,102.0,,,,,,,,,,,
914.5974328265096,,,,,,,,,,,,,,,,
,399.81320875699384,,,,,,,,,,,,,,,
-129.11427276217364,,,,,,,,,,,,,,,,
,180.44395925226763,,,,,,,,,,,,,,,
,418.24343734339607,,,,,,,,,,,,,,,
-299.47328363115525,,,,,,,,,,,,,,,,
,,588000,-927.3231397999998,0.0,95.8,,,,,,,,,,,
,135.6771836097359,,,,,,,,,,,,,,,
303.24704759006255,,,,,,,,,,,,,,,,
,189.24104416935515,,,,,,,,,,,,,,,
309.54483666934436,,,,,,,,,,,,,,,,
,507.0409150809255,,,,,,,,,,,,,,,
195.69448745917967,,,,,,42144.936328125,0.0003,-8.149743890762329,0.9421069622039795,20865.546875,-0.0014956382859963925,0.2,0.0027099609375,1440,0.0037552877,-3.898143768310547e-05
,,590000,-1384.0965946000001,0.0,101.1,,,,,,,,,,,
,-89.50444867277415,,,,,,,,,,,,,,,
132.06338505259535,,,,,,,,,,,,,,,,
,432.34669486228495,,,,,,,,,,,,,,,
411.10694723369704,,,,,,,,,,,,,,,,
,430.50202447798586,,,,,,,,,,,,,,,
62.724945443080266,,,,,,,,,,,,,,,,
,431.92048811555634,,,,,,,,,,,,,,,
,,592000,-1101.1158828,0.0,101.5,,,,,,,,,,,
486.10670515699394,,,,,,,,,,,,,,,,
,47.58268869002514,,,,,,,,,,,,,,,
505.12603513188776,,,,,,,,,,,,,,,,
,11.57404438301116,,,,,,,,,,,,,,,
-142.32515220468298,,,,,,,,,,,,,,,,
,101.74040076987693,,,,,40058.6181640625,0.0003,-8.146622467041016,0.94199538230896,21152.619140625,-0.0021396707161329687,0.2,0.0208984375,1450,0.0070065176,1.9609928131103516e-05
,,594000,-1152.6996801999999,0.0,100.2,,,,,,,,,,,
510.1418833355289,,,,,,,,,,,,,,,,
,439.18440804147497,,,,,,,,,,,,,,,
-24.872753992098957,,,,,,,,,,,,,,,,
,-42.001883050507175,,,,,,,,,,,,,,,
-42.915485642291195,,,,,,,,,,,,,,,,
,3.343745685687966,,,,,,,,,,,,,,,
,,596000,-938.1493432,0.0,102.0,,,,,,,,,,,
12.343506460998062,,,,,,,,,,,,,,,,
,131.34461199870344,,,,,,,,,,,,,,,
352.26737172834373,,,,,,,,,,,,,,,,
,-320.6520332922428,,,,,,,,,,,,,,,
951.3795846033734,,,,,,,,,,,,,,,,
,,598000,-1354.1692076,0.0,102.0,,,,,,,,,,,
276.3000936050833,,,,,,34100.28134765625,0.0003,-8.14473557472229,0.9408735632896423,16462.814453125,-0.004765402240445837,0.2,0.084130859375,1460,0.00600663,3.546476364135742e-05
,-259.58432668538205,,,,,,,,,,,,,,,
-26.92387055732762,,,,,,,,,,,,,,,,
,282.2862612921407,,,,,,,,,,,,,,,
247.6096909042601,,,,,,,,,,,,,,,,
,204.85188239509398,,,,,,,,,,,,,,,
903.8389636127267,,,,,,,,,,,,,,,,
,,600000,-1160.5465399999998,0.0,100.1,,,,,,,,,,,
,216.25594676048476,,,,,,,,,,,,,,,
-55.806727659849834,,,,,,,,,,,,,,,,
,221.96887499549612,,,,,,,,,,,,,,,
256.5469158552717,,,,,,,,,,,,,,,,
,265.19780151255884,,,,,,,,,,,,,,,
-162.69878018408366,,,,,,,,,,,,,,,,
,,602000,-1437.7670303,0.0,99.9,,,,,,,,,,,
,97.09461793690954,,,,,39712.2310546875,0.0003,-8.137608623504638,0.940446674823761,19998.26171875,-0.0012373889971058817,0.2,0.006103515625,1470,0.004429115,7.325410842895508e-05
40.1898739451608,,,,,,,,,,,,,,,,
,278.22401519678107,,,,,,,,,,,,,,,
489.9553066822591,,,,,,,,,,,,,,,,
,-131.2429092862762,,,,,,,,,,,,,,,
100.96074245630976,,,,,,,,,,,,,,,,
,,604000,-1145.64506,0.0,95.9,,,,,,,,,,,
,520.827935330826,,,,,,,,,,,,,,,
719.5383492036729,,,,,,,,,,,,,,,,
,-49.501029958780535,,,,,,,,,,,,,,,
264.6928215663778,,,,,,,,,,,,,,,,
,926.9940300091182,,,,,,,,,,,,,,,
184.56462196076717,,,,,,,,,,,,,,,,
,,606000,-1384.9552187000002,0.0,100.9,,,,,,,,,,,
,192.49504846874825,,,,,,,,,,,,,,,
283.5606883161116,,,,,,,,,,,,,,,,
,264.2628685547492,,,,,44760.46796875,0.0003,-8.138403606414794,0.9407173991203308,22384.453125,-0.001373218116350472,0.2,0.0027099609375,1480,0.0035145388,2.0265579223632812e-05
599.6671427383873,,,,,,,,,,,,,,,,
,708.899929086789,,,,,,,,,,,,,,,
517.6144129016196,,,,,,,,,,,,,,,,
38.82186445827828,,,,,,,,,,,,,,,,
,965.3944228924544,,,,,,,,,,,,,,,
,,608000,-1073.8435955,0.0,100.4,,,,,,,,,,,
-79.03260705106139,,,,,,,,,,,,,,,,
,40.91883058700481,,,,,,,,,,,,,,,
32.35296175858936,,,,,,,,,,,,,,,,
,424.77479830220744,,,,,,,,,,,,,,,
36.173028551134536,,,,,,,,,,,,,,,,
,702.2641447219214,,,,,,,,,,,,,,,
,,610000,-1202.8901054,0.0,99.0,,,,,,,,,,,
-81.87744271107961,,,,,,50859.9046875,0.0003,-8.139826011657714,0.9408481121063232,26521.505859375,-7.65434408094734e-05,0.2,0.0,1490,0.0007058518,1.239776611328125e-05
,974.1614985331908,,,,,,,,,,,,,,,
,239.0979050880625,,,,,,,,,,,,,,,
-90.47672063140095,,,,,,,,,,,,,,,,
,488.1151385023557,,,,,,,,,,,,,,,
274.20885856453833,,,,,,,,,,,,,,,,
,,612000,-1161.6451461000001,0.0,99.0,,,,,,,,,,,
,263.5102407060498,,,,,,,,,,,,,,,
38.80279882850757,,,,,,,,,,,,,,,,
,652.1145949270295,,,,,,,,,,,,,,,
271.0304994317584,,,,,,,,,,,,,,,,
,740.5164454500758,,,,,,,,,,,,,,,
600.304206191822,,,,,,,,,,,,,,,,
,,614000,-1278.9571258,0.0,100.2,,,,,,,,,,,
,974.560153162309,,,,,,,,,,,,,,,
269.7194864341868,,,,,,,,,,,,,,,,
,656.0891411374969,,,,,53982.9962890625,0.0003,-8.140433883666992,0.9409749507904053,28541.552734375,-0.0007929507526569068,0.2,0.0,1500,0.0012344301,7.569789886474609e-06
964.5445689307519,,,,,,,,,,,,,,,,
,505.84800901914616,,,,,,,,,,,,,,,
-10.788912387687791,,,,,,,,,,,,,,,,
,-71.78752903125029,,,,,,,,,,,,,,,
285.32438845404874,,,,,,,,,,,,,,,,
,,616000,-1073.4881002999998,0.0,97.8,,,,,,,,,,,
503.6950933393788,,,,,,,,,,,,,,,,
,528.0615529648115,,,,,,,,,,,,,,,
498.71055175041266,,,,,,,,,,,,,,,,
,474.1487953368558,,,,,,,,,,,,,,,
488.39121684249676,,,,,,,,,,,,,,,,
,186.85902865612368,,,,,,,,,,,,,,,
,,618000,-1359.7703754,0.0,102.0,,,,,,,,,,,
148.6989416439927,,,,,,,,,,,,,,,,
,101.79191808575756,,,,,,,,,,,,,,,
156.64666325383212,,,,,,50098.0146484375,0.0003,-8.140824460983277,0.9408963322639465,26405.224609375,-0.00016481398488394917,0.2,0.0,1510,0.0003896368,1.3470649719238281e-05
,215.77107429288654,,,,,,,,,,,,,,,
925.2940820785634,,,,,,,,,,,,,,,,
,280.88718416215386,,,,,,,,,,,,,,,
,,620000,-878.6081878000001,0.0,97.0,,,,,,,,,,,
930.7980638820948,,,,,,,,,,,,,,,,
,272.52362709381424,,,,,,,,,,,,,,,
413.82889023290693,,,,,,,,,,,,,,,,
,433.58116514615267,,,,,,,,,,,,,,,
175.85190597004006,,,,,,,,,,,,,,,,
,713.8800839666483,,,,,,,,,,,,,,,
265.02647030719396,,,,,,,,,,,,,,,,
,,622000,-1241.8384806,0.0,97.1,,,,,,,,,,,
,662.1422083239845,,,,,,,,,,,,,,,
494.3880521408688,,,,,,,,,,,,,,,,
,129.40491052486396,,,,,60042.8015625,0.0003,-8.140184450149537,0.9408636689186096,30548.416015625,-0.00027320318622514606,0.2,0.0,1520,0.00032473286,1.3709068298339844e-05
668.5879754687646,,,,,,,,,,,,,,,,
,641.6477746425637,,,,,,,,,,,,,,,
337.84847475981746,,,,,,,,,,,,,,,,
,,624000,-796.6894394,0.0,69.8,,,,,,,,,,,
,-13.133246426253493,,,,,,,,,,,,,,,
-103.91448275420798,,,,,,,,,,,,,,,,
,256.95769150811356,,,,,,,,,,,,,,,
122.90920795099251,,,,,,,,,,,,,,,,
,258.39684560502053,,,,,,,,,,,,,,,
705.9253978294561,,,,,,,,,,,,,,,,
,,626000,-1187.4997868,0.0,93.0,,,,,,,,,,,
,162.72570180748116,,,,,,,,,,,,,,,
-112.5832202563787,,,,,,,,,,,,,,,,
,-147.28843675076448,,,,,41007.5447265625,0.0003,-8.141058683395386,0.9411792755126953,22361.73828125,-0.0009411617531441153,0.2,0.002294921875,1530,0.003382937,3.975629806518555e-05
460.3505198516849,,,,,,,,,,,,,,,,
,971.586090484919,,,,,,,,,,,,,,,
13.964946518928262,,,,,,,,,,,,,,,,
,,628000,-1103.7864568,0.0,97.2,,,,,,,,,,,
,258.67257361874465,,,,,,,,,,,,,,,
728.215312464739,,,,,,,,,,,,,,,,
,271.34089775432005,,,,,,,,,,,,,,,
437.6342252449166,,,,,,,,,,,,,,,,
,730.4433966997161,,,,,,,,,,,,,,,
329.18723873861165,,,,,,,,,,,,,,,,
,238.29218759483197,,,,,,,,,,,,,,,
,,630000,-941.1670773,0.0,100.1,,,,,,,,,,,
346.9340622906974,,,,,,,,,,,,,,,,
,912.8902362355639,,,,,,,,,,,,,,,
260.41403008364796,,,,,,58379.4564453125,0.0003,-8.14320411682129,0.9413725733757019,30633.8984375,-0.00017065622960217298,0.2,0.0,1540,0.00075589016,0.0
,488.76312784633126,,,,,,,,,,,,,,,
721.1953448308483,,,,,,,,,,,,,,,,
,178.42833545403013,,,,,,,,,,,,,,,
,,632000,-912.8136936000001,0.0,97.8,,,,,,,,,,,
77.19676310369206,,,,,,,,,,,,,,,,
,423.5354900135523,,,,,,,,,,,,,,,
201.6078741254605,,,,,,,,,,,,,,,,
,174.67228727352517,,,,,,,,,,,,,,,
728.5457865190738,,,,,,,,,,,,,,,,
,529.0883038468667,,,,,,,,,,,,,,,
484.3272319941104,,,,,,,,,,,,,,,,
,-56.691867550453956,,,,,,,,,,,,,,,
,,634000,-806.6413568999999,0.0,92.2,,,,,,,,,,,
-254.30441513561937,,,,,,,,,,,,,,,,
,495.814491573408,,,,,,,,,,,,,,,
670.7875593180108,,,,,,45175.2423828125,0.0003,-8.144339656829834,0.9415633678436279,21498.8359375,-0.0011397301044780762,0.2,0.002197265625,1550,0.0032439288,5.9604644775390625e-05
,435.7480420219123,,,,,,,,,,,,,,,
649.6506347240569,,,,,,,,,,,,,,,,
,509.4273385450201,,,,,,,,,,,,,,,
,,636000,-1225.1716046000001,0.0,98.2,,,,,,,,,,,
208.64626173068254,,,,,,,,,,,,,,,,
,198.69601439198436,,,,,,,,,,,,,,,
663.2873905740856,,,,,,,,,,,,,,,,
,674.5997583835161,,,,,,,,,,,,,,,
187.13964734625182,,,,,,,,,,,,,,,,
,-4.834978905926116,,,,,,,,,,,,,,,
,,638000,-1118.9556744999998,0.0,99.2,,,,,,,,,,,
-257.770958024797,,,,,,,,,,,,,,,,
,462.3680263643769,,,,,,,,,,,,,,,
,255.5552507755946,,,,,,,,,,,,,,,
126.40193581140568,,,,,,,,,,,,,,,,
,734.6855642239071,,,,,45850.427734375,0.0003,-8.144962406158447,0.9414804577827454,23980.470703125,-0.0004652075411286205,0.2,0.0,1560,0.0010508676,3.522634506225586e-05
150.68487252933883,,,,,,,,,,,,,,,,
,,640000,-1125.2060873,0.0,98.6,,,,,,,,,,,
,37.13187730851107,,,,,,,,,,,,,,,
150.42263585026564,,,,,,,,,,,,,,,,
,245.722369561488,,,,,,,,,,,,,,,
-7.301547047471038,,,,,,,,,,,,,,,,
,677.6006913004037,,,,,,,,,,,,,,,
496.2244945834051,,,,,,,,,,,,,,,,
,515.760142800184,,,,,,,,,,,,,,,
,,642000,-1114.5651414,0.0,97.7,,,,,,,,,,,
423.87982977143,,,,,,,,,,,,,,,,
,316.9988257138923,,,,,,,,,,,,,,,
494.7608897055884,,,,,,,,,,,,,,,,
,227.97595202375,,,,,,,,,,,,,,,
331.25830721797524,,,,,,47518.1541015625,0.0003,-8.144171476364136,0.9414380192756653,25033.048828125,-0.00014695911668241023,0.2,0.0,1570,0.0010447742,3.725290298461914e-05
,729.0269572297433,,,,,,,,,,,,,,,
564.9683683319006,,,,,,,,,,,,,,,,
,,644000,-896.9381347000001,0.0,95.0,,,,,,,,,,,
,715.2254410038488,,,,,,,,,,,,,,,
475.9474376589127,,,,,,,,,,,,,,,,
,526.021324883012,,,,,,,,,,,,,,,
931.0762267685211,,,,,,,,,,,,,,,,
,218.70766200791772,,,,,,,,,,,,,,,
409.8973863501675,,,,,,,,,,,,,,,,
,451.658811616031,,,,,,,,,,,,,,,
,,646000,-1096.8150194999998,0.0,98.9,,,,,,,,,,,
460.035600691918,,,,,,,,,,,,,,,,
,-158.831541409604,,,,,,,,,,,,,,,
718.5207329503083,,,,,,,,,,,,,,,,
,176.20258591944128,,,,,,,,,,,,,,,
-10.051252901925839,,,,,,64610.83828125,0.0003,-8.144075632095337,0.9413910508155823,33524.8515625,-0.0013805157039314508,0.2,0.0003173828125,1580,0.0021219682,1.1801719665527344e-05
,261.5507710827155,,,,,,,,,,,,,,,
,,648000,-992.9051616,0.0,98.7,,,,,,,,,,,
141.8326973354589,,,,,,,,,,,,,,,,
,725.8470354307802,,,,,,,,,,,,,,,
620.5950875143061,,,,,,,,,,,,,,,,
,327.2847988002291,,,,,,,,,,,,,,,
311.54197625938446,,,,,,,,,,,,,,,,
,706.313369934353,,,,,,,,,,,,,,,
,,650000,-894.3206148000002,0.0,98.3,,,,,,,,,,,
499.5521528891807,,,,,,,,,,,,,,,,
,368.7067600757765,,,,,,,,,,,,,,,
232.07091596858163,,,,,,,,,,,,,,,,
,291.4744020046351,,,,,,,,,,,,,,,
539.4176045306178,,,,,,,,,,,,,,,,
,233.78279688826365,,,,,49827.7359375,0.0003,-8.143460607528686,0.9412235617637634,24900.810546875,-0.0014458539691986517,0.2,0.0010986328125,1590,0.0028544222,-1.8835067749023438e-05
453.33912732327644,,,,,,,,,,,,,,,,
,-156.0511551253488,,,,,,,,,,,,,,,
,,652000,-938.0202539,0.0,92.4,,,,,,,,,,,
,-47.381190310175214,,,,,,,,,,,,,,,
128.77959444197467,,,,,,,,,,,,,,,,
458.9108252150519,,,,,,,,,,,,,,,,
,45.01745152645565,,,,,,,,,,,,,,,
1140.44229362281,,,,,,,,,,,,,,,,
,245.61156711837234,,,,,,,,,,,,,,,
,,654000,-830.8003113000001,0.0,92.8,,,,,,,,,,,
201.09381524161356,,,,,,,,,,,,,,,,
,327.99827641157844,,,,,,,,,,,,,,,
272.77320195382197,,,,,,,,,,,,,,,,
,155.61696627529463,,,,,,,,,,,,,,,
703.8270964653636,,,,,,50220.467578125,0.0003,-8.142255544662476,0.9409902095794678,25538.96875,-0.0008898623957065866,0.2,0.0003662109375,1600,0.0018798418,2.378225326538086e-05
,480.24565003134495,,,,,,,,,,,,,,,
,,656000,-1294.7217538999998,0.0,100.9,,,,,,,,,,,
-31.330561312614623,,,,,,,,,,,,,,,,
,440.73498567929266,,,,,,,,,,,,,,,
475.31993209397467,,,,,,,,,,,,,,,,
,225.96723023438284,,,,,,,,,,,,,,,
651.4574142674243,,,,,,,,,,,,,,,,
,207.55171273238915,,,,,,,,,,,,,,,
,,658000,-799.9218245,0.0,87.2,,,,,,,,,,,
451.8430313340373,,,,,,,,,,,,,,,,
,213.88118066167513,,,,,,,,,,,,,,,
689.9915654587969,,,,,,,,,,,,,,,,
,936.7032238148435,,,,,,,,,,,,,,,
745.7091377933292,,,,,,,,,,,,,,,,
,264.2432792740937,,,,,60059.203515625,0.0003,-8.140819120407105,0.9407423138618469,33298.1328125,-0.00047341244644485416,0.2,0.0,1610,0.0012736146,7.68899917602539e-06
925.6890126419963,,,,,,,,,,,,,,,,
,,660000,-790.1292261000001,0.0,99.6,,,,,,,,,,,
,280.4305452308776,,,,,,,,,,,,,,,
647.4949997414151,,,,,,,,,,,,,,,,
,80.82447704147827,,,,,,,,,,,,,,,
263.70901366430155,,,,,,,,,,,,,,,,
,448.4021404585566,,,,,,,,,,,,,,,
252.4040381121446,,,,,,,,,,,,,,,,
,-46.1760504079344,,,,,,,,,,,,,,,
,,662000,-1173.8955107000002,0.0,98.6,,,,,,,,,,,
655.0847868902908,,,,,,,,,,,,,,,,
,179.12206652382756,,,,,,,,,,,,,,,
442.5010679354089,,,,,,,,,,,,,,,,
,366.99327179461613,,,,,,,,,,,,,,,
925.2155849848566,,,,,,,,,,,,,,,,
,644.1282439823513,,,,,54083.3748046875,0.0003,-8.139508724212646,0.9405961632728577,26571.671875,-0.001100750605110079,0.2,0.0,1620,0.0012822693,-1.0728836059570312e-06
-0.06011525480840021,,,,,,,,,,,,,,,,
,,664000,-1006.6614569999999,0.0,96.9,,,,,,,,,,,
,12.872890411814959,,,,,,,,,,,,,,,
304.04919790341654,,,,,,,,,,,,,,,,
,721.7772472398291,,,,,,,,,,,,,,,
472.58504831291737,,,,,,,,,,,,,,,,
,166.04563085448467,,,,,,,,,,,,,,,
487.1779431539768,,,,,,,,,,,,,,,,
,,666000,-966.8440085,0.0,96.3,,,,,,,,,,,
,716.989125123541,,,,,,,,,,,,,,,
499.26957459118586,,,,,,,,,,,,,,,,
,428.8806934155591,,,,,,,,,,,,,,,
220.69548586842524,,,,,,,,,,,,,,,,
,71.7898162038595,,,,,,,,,,,,,,,
22.977081915119864,,,,,,,,,,,,,,,,
,,668000,-1058.5373643,0.0,100.6,51141.6173828125,0.0003,-8.139343214035033,0.9407594203948975,26626.66796875,-0.00012932864483445884,0.2,0.0,1630,0.0005822685,-3.5762786865234375e-07
,215.18132251706092,,,,,,,,,,,,,,,
480.57731509977737,,,,,,,,,,,,,,,,
,164.80994957979783,,,,,,,,,,,,,,,
-113.12820557097875,,,,,,,,,,,,,,,,
689.1130700839515,,,,,,,,,,,,,,,,
,390.0519545244614,,,,,,,,,,,,,,,
,,670000,-1151.5172891,0.0,97.4,,,,,,,,,,,
,-12.690114728393084,,,,,,,,,,,,,,,
-19.586476841630112,,,,,,,,,,,,,,,,
,241.66900200896674,,,,,,,,,,,,,,,
-31.610728905687683,,,,,,,,,,,,,,,,
,-15.146852347949533,,,,,,,,,,,,,,,
461.23637497759455,,,,,,,,,,,,,,,,
711.4391925764465,,,,,,32107.287890625,0.0003,-8.140073347091676,0.94068843126297,14801.7158203125,-0.0009149549528956413,0.2,0.0091552734375,1640,0.0052687703,5.5730342864990234e-05
,-334.15128315063185,,,,,,,,,,,,,,,
,,672000,-1051.0886122,0.0,95.4,,,,,,,,,,,
-14.06565339294487,,,,,,,,,,,,,,,,
,-54.51337983295773,,,,,,,,,,,,,,,
-24.42563481142875,,,,,,,,,,,,,,,,
,295.6193424155641,,,,,,,,,,,,,,,
750.1582932500731,,,,,,,,,,,,,,,,
,271.45955882692425,,,,,,,,,,,,,,,
,,674000,-1053.4068532,0.0,95.7,,,,,,,,,,,
200.65673194680363,,,,,,,,,,,,,,,,
,80.00352989833397,,,,,,,,,,,,,,,
53.18663314750755,,,,,,,,,,,,,,,,
,241.1055214268641,,,,,,,,,,,,,,,
456.8616811832861,,,,,,,,,,,,,,,,
,457.5817330838473,,,,,,,,,,,,,,,
,,676000,-790.7341027,0.0,94.7,35456.661328125,0.0003,-8.139769792556763,0.9410083889961243,17335.419921875,-0.0024131712736561893,0.2,0.0427490234375,1650,0.0065901913,2.104043960571289e-05
0.19922391870796047,,,,,,,,,,,,,,,,
,281.2625352062789,,,,,,,,,,,,,,,
544.3844301771159,,,,,,,,,,,,,,,,
,30.285524638948537,,,,,,,,,,,,,,,
44.311720572113984,,,,,,,,,,,,,,,,
,10.66127628855124,,,,,,,,,,,,,,,
108.57654034570392,,,,,,,,,,,,,,,,
,,678000,-1204.8590178,0.0,97.2,,,,,,,,,,,
,474.377889475062,,,,,,,,,,,,,,,
-72.44523769030175,,,,,,,,,,,,,,,,
,-32.889567574918885,,,,,,,,,,,,,,,
,58.06107916380701,,,,,,,,,,,,,,,
487.9352504945294,,,,,,,,,,,,,,,,
715.5559230063757,,,,,,,,,,,,,,,,
,337.5663160854201,,,,,,,,,,,,,,,
,,680000,-876.6884217999999,0.0,96.1,32994.99453125,0.0003,-8.141861152648925,0.9411665797233582,16975.560546875,-0.0010136486846022308,0.2,0.00791015625,1660,0.0042616217,1.430511474609375e-05
,424.8278238568876,,,,,,,,,,,,,,,
36.839416402245334,,,,,,,,,,,,,,,,
,169.51211019590573,,,,,,,,,,,,,,,
66.11357366760038,,,,,,,,,,,,,,,,
293.25060796126274,,,,,,,,,,,,,,,,
,13.471759004488238,,,,,,,,,,,,,,,
,,682000,-858.0979034999998,0.0,96.8,,,,,,,,,,,
670.1869991156258,,,,,,,,,,,,,,,,
,708.7235627314184,,,,,,,,,,,,,,,
-32.56199440553161,,,,,,,,,,,,,,,,
,460.01669499592344,,,,,,,,,,,,,,,
631.7407202973951,,,,,,,,,,,,,,,,
,248.7988248672967,,,,,,,,,,,,,,,
,,684000,-931.2822962,0.0,99.1,,,,,,,,,,,
323.0459123018407,,,,,,43592.5568359375,0.0003,-8.141747045516968,0.9410891532897949,21152.275390625,-0.0016255739028565586,0.2,0.0103271484375,1670,0.0051106405,-2.4557113647460938e-05
