#{"t_start": 1700570841.3015141, "env_id": "None"}
r,l,t
-407.723871,102,328.500065--843.532175,102,329.100064--379.491121,102,329.678185--581.692483,102,330.26331
-224.53177,102,330.873447
-277.95655,102,331.450259
-281.225379,102,332.035317
-161.449112,102,332.634935
-170.836477,102,333.221596
-147.024022,102,333.801133
-305.009712,102,334.392135
-244.468468,102,334.966745
-256.324977,102,335.54438
-381.602255,102,336.13638
-122.213769,102,336.710001
-278.877503,102,337.286
-138.970524,102,337.870634
-400.402486,102,338.459239
-194.781624,102,339.076238
-233.660816,102,390.34123
-48.933457,102,390.92323
-471.844581,102,391.518229
-270.695994,102,392.096229
-223.60253,102,392.678229
-574.484339,102,393.26723
-403.126378,102,393.86023
-576.338085,102,394.491229
-49.129136,102,395.088232
-522.306996,102,395.688286
-717.103406,102,396.288285
-156.281003,102,396.870285
-393.247442,102,397.449286
-177.569376,102,398.043287
-79.575041,102,398.623293
-300.211666,102,399.212294
-117.38946,102,399.809318
-345.284136,102,400.390318
-456.109262,102,400.974318
-229.395004,102,401.570317
-409.156819,102,452.645684
-353.237525,102,453.231682
-178.646247,102,453.808682
-503.508053,102,454.391683
-256.977201,102,454.970683
-584.799019,102,455.556683
-86.464722,102,456.135683
-317.904138,102,456.718683
-177.498183,102,457.295685
-777.181173,102,457.913683
-618.7274,102,458.492197
-410.665394,102,459.077707
-437.114301,102,459.661707
-468.133209,102,460.255707
-130.370212,102,460.857709
-77.304364,102,461.454709
-327.485723,102,462.049706
-1144.290607,102,462.638222
-812.629681,102,463.22622
-762.779385,102,463.815221
-520.167384,102,514.839812
-94.440638,102,515.413812
-228.388167,102,516.002812
-340.012209,102,516.575811
-548.864339,102,517.151813
-522.13782,102,517.734811
-108.823739,102,518.302813
-324.670588,102,518.895813
-382.255583,102,519.479812
-307.807316,102,520.061812
-81.811415,102,520.640814
-304.560161,102,521.204813
-361.701616,102,521.791813
-384.634504,102,522.379813
-88.005008,102,522.962813
-322.799734,102,523.533814
-307.090665,102,524.110813
-269.464425,102,524.683813
-433.2745,102,525.260813
-300.03481,102,525.870813
-256.508258,102,576.419342
-348.645207,102,576.997848
-515.454656,102,577.572848
-583.167076,102,578.172849
-89.981844,102,578.745848
-263.199707,102,579.334849
72.643336,102,579.910851
-252.533899,102,580.493848
-170.174528,102,581.090849
2.441538,102,581.687849
-124.836372,102,582.287721
-348.936732,102,582.88072
-555.508664,102,583.460723
-540.627355,102,584.04572
-92.794916,102,584.627721
-473.003659,102,585.20372
-151.601269,102,585.777721
-199.069626,102,586.364722
-247.503955,102,586.937722
-546.098569,102,587.537722
-26.349841,102,636.895929
-602.280888,102,637.466892
-127.541605,102,638.041892
-48.192191,82,638.511893
-904.595206,102,639.084893
-358.565225,102,639.660914
-352.746179,102,640.235914
-213.831047,102,640.803924
-197.936308,102,641.368924
-532.822774,102,641.975924
-13.374441,102,642.562123
-203.676904,102,643.139122
-138.975505,102,643.716123
-162.633602,102,644.282122
-347.659612,102,644.849123
-107.026208,102,645.432121
-1068.861042,102,645.996122
-424.183775,102,646.564136
-62.986283,102,647.136135
-32.520707,102,647.702134
79.563595,102,648.298137
-44.521869,102,696.614013
-252.284496,102,697.184004
-412.562427,102,697.763515
-710.911176,102,698.338516
-209.689624,102,698.914026
-55.410404,102,699.487046
-271.049991,102,700.061095
-461.903667,102,700.644219
-61.406277,102,701.214237
-44.077583,102,701.801266
-190.359422,102,702.394344
-256.475619,102,702.963341
-305.907639,102,703.545848
-116.52046,94,704.070848
-149.520026,102,704.640847
-598.978796,102,705.240847
-71.82631,102,705.834848
-134.37745,102,706.403847
-48.070512,90,70-310.23281-187.051931,102,70-318.63021-224.677815,102,757.805949
-65.750256,102,758.394949
-56.993881,102,758.966926
-242.627518,102,759.544926
-71.997426,102,760.117926
9.30753,102,760.689926
-381.937802,102,761.257926
-233.297274,102,761.842926
-367.782759,102,762.419926
-1158.517927,102,763.012927
-91.379952,102,763.600329
-744.442081,102,764.188337
-80.980224,102,764.764358
-180.807928,102,765.338359
-370.633604,102,765.913359
-84.105646,102,766.494358
-100.01769,102,767.059358
-174.058771,102,767.632357
-160.515991,102,768.203358
-115.860471,102,768.782257
-113.842265,102,815.109785
-542.018384,102,815.697773
-51.147804,102,816.271772
-291.874986,102,816.838775
-785.146029,102,817.404771
23.776757,102,817.976771
-661.666251,102,818.552771
-392.642598,102,819.133772
-328.948861,102,819.701779
-253.196923,102,820.27478
-133.037057,102,820.860777
-285.974821,102,821.457734
-73.645467,102,822.030733
-65.36631,102,822.604733
-152.046817,102,823.169733
-0.999922,102,823.734733
-36.954102,89,824.243733
-505.270135,102,824.823246
-4.049304,102,825.395245
-248.48,102,825.970245
-187.307735,102,872.300399
-205.70697,102,872.895831
-51.993114,102,873.482833
-517.463132,96,874.026832
-626.924437,102,874.61183
-273.790388,95,875.137832
-45.5027,102,875.709831
-90.419872,102,876.277834
-209.656855,102,876.861833
-71.390932,102,877.436832
-754.73846,102,878.024831
-1328.962611,102,878.619881
-156.914274,102,879.216101
-420.363547,102,879.796106
-80.732076,102,880.361106
-378.341568,102,880.944106
84.957961,102,881.514106
-341.492073,102,882.074105
-416.59424,102,882.649106
-453.326769,102,883.232973
-108.672611,102,928.667363
-113.670364,95,929.237785
-194.574598,102,929.845529
-1072.077316,102,930.448142
-312.687636,102,931.029141
-794.407042,102,931.621685
-210.241254,72,932.043684
-37.187603,102,932.618285
-10.443569,102,933.191286
-521.837312,102,933.776398
-74.982374,102,934.359403
-54.56367,102,934.961629
-340.870313,102,935.552203
-361.420235,102,936.159347
-489.316715,102,936.744976
-1075.700173,102,937.341976
-376.948692,102,937.914032
-157.708305,102,938.49359
-544.113772,102,939.0741
-3.076052,71,93-438.52207-378.713306,102,94-202.61044-83.453792,93,984.-56.9564-491.87211,98,984.9-241.27-249.547079,102,985.5-530.11-245.943512,102,986.-387.43312.51495,80,986.5695-16.-136.225577,102,987.148-27.0-245.336419,102,987.72-67.89-297.120511,93,988.26-57.699.727083,102,988.8411-133-121.869229,102,989.420-839.-103.248581,102,990.013-343-107.318358,102,990.6097-13-126.179849,102,991.19675-36-665.038549,102,991.8051-256-206.681425,102,992.3821-263-220.683965,102,992.9547-27.-260.794493,102,993.52-128.7-240.090153,102,994.0-227.22-752.405772,102,994.6-84.777-283.192206,102,995.-130.862-220.238053,102,995.-220.771-22.455147,102,1037.7-56.800-70.960782,100,1038.3-519.98-125.056723,102,1038.-92.220-9.212065,98,1039.4681.794-284.618746,99,1040.0-91.091-44.217479,102,1040.5-72.786-92.741063,97,1041.-79.1901-117.300159,102,1041-76.1411165.763747,77,1042.1-415.98-24.328637,90,1042.641-247.023985,102,1043.195674
-199.007423,102,1043.800961
-97.75463,102,1044.380967
-128.490076,102,1044.954938
9.726694,94,1045.489065
-338.504561,102,1046.052065
-226.266018,102,1046.612065
-108-309.395711,102,1047.043-442.-220.040708,102,1047.626.987-99.421788,102,1048.1-110.8-100.320928,102,1048.39.6619-111.697015,102,10851.249366,-128.795896,102,-93.102154,10-287.524398,102-504.143476,10-167.411868,102-280.850037,1085.782547,102,1-519.699077,-98.888463,102,1-271.768699-60.77667,102,1093-70.92539-324.510835,102,10-334.733916-330.595378,102,10-216.79732610.711007,78,1095.-272.483-291.916856,102,1095.-311.526-337.852648,102,1096.-220.966-9.898989,102,1096.84-227.4-37.212398,102,1097.443-493.-891.774125,102,1098.032-120.-14.709112,102,1098.5966-66.-60.213223,102,1099.183-152.-367.500155,102,1099.75-46.05-223.308257,102,1100.3-180.84-255.168071,102,1100.-45.1592-80.263171,102,114-325.0881059.026236,102,1143.-106.65-283.50863,100,1144.53-158.3-288.968571,102,1145.1185.058-220.031866,99,1145.6-3.9444-354.325577,102,1146.273459
-175.596143,102,1146.841457
-94.177327,100,1147.399457
-386.945724,102,1147.994458
-7.590372,88,1148.496457
-7.913286,102,1149.070458
-205.968325,102,1149.649458
-567.312763,102,1150.237458
-292.663403,102,1150.831738
-328.439836,97,1151.383739
-81.109294,102,1151.959027
-385.870429,102,1152.535049
-378.748847,102,1153.108047
85.328919,95,1153.646057
62.012608,102,1154.221056
-32.497591,102,1190.702343
-349.439928,102,1191.298343
-25.706999,102,1191.8776
98.156906,95,1192.421609
75.970769,85,1192.926418
-214.115136,102,1193.505928
-109.80637,102,1194.078928
-56.864691,102,1194.644438
-57.401602,102,1195.220437
-75.120914,102,1195.780437
-286.898755,102,1196.348438
-291.091223,102,1196.908484
29.734914,101,1197.478441
-71.28795,102,1198.05144
-177.280115,102,1198.624438
-120.20034,66,1199.033439
-434.438163,102,1199.619438
-163.356213,102,1200.192436
-378.008887,102,1200.769436
-41.211157,87,1201.260438
-74.489579,102,1201.823438
-14.336428,87,1238.311184
-16.830752,102,1238.8767
-388.728302,102,1239.456766
-29.085802,91,1239.976767
49.506457,99,1240.540132
-653.854863,89,1241.065266
-568.478399,87,1241.571833
-14.678305,102,1242.145833
-199.992032,102,1242.717371
-97.912241,85,1243.200369
-187.632269,82,1243.683144
-566.378469,102,1244.24892
-409.911023,102,1244.82692
-1391.830874,102,1245.418621
58.601252,102,1246.003247
60.659947,101,1246.585318
-85.355022,102,1247.169319
-209.853274,102,1247.74919
-345.22499,102,1248.312191
-194.23164,102,1248.880333
-599.057997,89,1249.386333
-107.851454,98,1282.245691
24.533498,102,1282.807279
-714.834091,102,1283.391284
-46.074992,102,1283.97422
15.093599,62,1284.352831
-195.35165,81,1284.83181
-313.978577,102,1285.414661
1126.837339,5-87.534555,102-315.21126,97,1286.3116
15.413379,102,1286.880196
-635.48498,102,1287.460821
-154.192742-155.893995,102,1-199.184377-341.282371,102,12-127.15203-92.452583,102,1285.145336,102,1289.545519
-264.168293,97,1290.112758
53.26782,102,1290.702689
-246.987236,102,1291.286482
2.565969,102,1291.863183
-203.905771,102,1292.432314
-154.508843,81,1292.898314
-24.782401,63,1293.268314
0.857871,102,1293.82737
10.305083,102,1327.640467
-459.489668,102,1328.224469
110.507871,102,1328.80601
-214.839657,102,1329.39101
-84.109747,102,1329.961354
-117.801298,59,1330.326375
-200.066024,102,1330.89093
-719.325951,102,1331.444464
-433.269187,102,1332.002465
-89.282153,102,1332.587618
-213.262673,97,1333.12466
-212.989262,102,1333.692108--210.586851,95,1334.214283
-141.219466,102,1334.799005-40.263836,102,1335.378297--30.052604,90,1335.910798--288.79588,73,1336.347797
-48.611166,102,1336.907837
30.036356,102,1337.405838
-13.08598,102,1337.968463
4.711107,102,1338.518088
-178.461656,102,1373.509837
-144.966695,86,1373.994837
-17.044332,102,1374.553837
-286.643476,102,1375.126854
-261.118974,102,1375.707724-68.427013,97,1376.262724
-50.447354,102,1376.814726
6.706637,102,1377.384726
2.289674,102,1377.964283
-299.685878,102,1378.539283
-97.235195,102,1379.099282
-146.570565,95,1379.636798
-115.419565,102,1380.188797
42.904964,102,1380.753798
-367.602726,99,1381.307797
-52.335237,80,1381.774042
994.939884,99,1382.366042
-149.955859,102,1382.968628
-290.227955,102,1383.555962
-88.311461,102,1384.133963
-422.488122,102,1416.80098
60.992401,102,1417.35698
-369.849277,92,1417.878979
78.162169,92,1418.39598
-114.092388,76,1418.83898
-73.653466,102,1419.433488
35.635626,57,1419.760492
30.788042,102,1420.337489
-54.782326,68,1420.738507
102.453952,88,1421.240505
38.890984,82,1421.716644
-272.804186,102,1422.301644
-289.12609,102,1422.878774
28.763069,99,1423.432378
-359.283771,102,1423.991379
-231.926303,102,1424.551985
-74.174602,87,1425.06002
1127.384617,96,1425.618526
-175.622578,102,1426.202527
19.88927,102,1426.776777
-556.316979,102,1427.371877
-37.39756,85,1427.857417
32.38713,92,1460.191357
-46.741448,58,1460.539945
-107.615535,102,1461.104944
11.307658,62,1461.472496
-264.087595,102,1462.018495
43.644196,73,1462.409496
-173.381724,102,1462.973856
-160.798903,102,1463.576929
-416.592807,102,1464.167544
67.146371,74,1464.591108
-204.402703,73,1464.993128
-233.367173,100,1465.592176
-258.989347,102,1466.166196
109.287526,81,1466.632783
-10.242513,87,1467.08880311223.259731,84,1467.551945-28.328141,102,1468.132944
-9.108347,67,1468.498005
-89.729164,76,1468.949166
56.871208,102,1469.531306
-19.315751,75,1469.971307
65.523521,102,1470.55045
-64.015029,102,1471.12145
-7.779077,102,1471.710495
-117.850082,71,1503.499976
-56.374081,91,1504.000976
-76.848181,84,1504.469983
113.354466,96,1505.003983
-89.924653,102,1505.569984
58.985762,83,1506.046983
-223.271421,102,1506.619076
-99.866236,102,1507.209259
78.574051,74,1507.647256
14.738051,87,1508.158368
88.571632,102,1508.737283
-41.750928,102,1509.324512
32.555195,102,1509.890516
-150.673629,82,1510.368512
7.885093,102,1510.923512
-938.035499,86,1511.401512
60.153955,99,1511.947514
16.900279,96,1512.524513
-406.742674,102,1513.110563
-19.82606,102,1513.697562
-160.216752,74,1514.13724
-356.484252,102,1514.720044
-113.559585,102,1548.633798
-131.816575,102,1549.220798
127.78439,102,1549.787798
0.001401,83,1550.255798
-347.862281,81,1550.698799
-109.360943,102,1551.290803
-423.845046,102,1551.885799
58.773872,102,1552.473058
-137.641847,102,1553.041716
-40.613466,102,1553.620716
72.24349,102,1554.192716
-198.154822,76,1554.647897
-272.609041,79,1555.09889
-437.570282,102,1555.676891
131.301042,102,1556.253891
8.009984,96,1556.78789
110.015231,88,1557.29289
-27.47491,71,1557.716284
59.990645,94,1558.266015
-260.229073,93,1558.814079
65.206577,68,1559.196938
-296.498258,102,1559.792515
155.06404,102,1589.400625
-29.669958,102,1589.977134
57.609788,69,1590.37614
-146.822754,102,1590.939204
16.865043,82,1591.383204
-422.936119,86,1591.892337
29.996939,102,1592.451467
-732.626751,93,1592.986465
-158.663967,102,1593.563517
-0.899542,84,1594.045713
111.434924,69,1594.457413
-228.627717,102,1595.033414
-55.384721,69,1595.423565
-231.658126,102,1596.023524
-735.488662,85,1596.495068
-449.872328,102,1597.062574
10.983739,102,1597.626694
-134.581789,87,1598.116695
1.733048,89,1598.612735
-245.483061,102,1599.187576
-95.870966,90,1599.701645
82.725017,91,1600.191646
25.016155,102,1636.862135
-4.229867,57,1637.189135
-577.142032,84,1637.683256
-150.097472,91,1638.20321
-350.366359,85,1638.675291
-12.605687,71,1639.089289
-67.605134,102,1639.64616
-265.172697,102,1640.206161
-11.95258,74,1640.639484
-707.73601,102,1641.219485
-633.883486,102,1641.8137
-299.249944,102,1642.3987
-163.095192,102,1642.98623
-290.599958,102,1643.567852
-97.404857,68,1643.981674
-558.549155,102,1644.591223
-185.986698,97,1645.142223
27.488641,83,1645.566348
73.327045,102,1646.150346
-76.105821,91,1646.675963
-54.583221,85,1647.144981
17.378675,99,1647.72387
-484.090809,102,1680.013482
-57.842014,98,1680.585023
-231.891411,102,1681.160021
-10.333683,93,1681.686567
-29.174518,86,1682.161567
62.727821,90,1682.658115
-162.957448,102,1683.228114
-29.705451,83,1683.733658
-200.731109,102,1684.296659
113.252192,76,1684.74032
-47.646936,102,1685.31332
-76.953595,96,1685.845001
-26.867447,80,1686.303998
-146.276733,89,1686.817616
49.195727,95,1687.352617
159.980298,99,1687.910241
21.315539,97,1688.436865
-337.674938,94,1688.954371
-226.529891,70,1689.364371
11.301458,102,1689.923977
-217.565875,89,1690.449518
-1.206343,98,1691.005661
-2.554892,90,1691.523124
-54.593732,102,1725.019763
-434.224622,102,1725.600764
16.394047,64,1725.959686
-407.261193,102,1726.558178
-174.928394,66,1726.960679
-225.594008,90,1727.466679
-11.254547,64,1727.84868
-80.762734,77,1728.260679
-395.44211,102,1728.826679
-90.667699,86,1729.310689
1107.40816,87,1729.816679
139.589743,91,1730.335475
-131.207201,102,1730.926175
-87.817974,100,1731.48018
5.775779,62,1731.860179
5.765435,61,1732.223235
-37.027136,102,1732.800422
129.544145,102,1733.36542
-5.556623,102,1733.91942
-264.640224,102,1734.489419
-71.565344,70,1734.89742
-136.797432,82,1735.362421
23.36352,68,1735.771421
-329.083014,99,1766.095867
-26.315117,78,1766.555213
19.55097,100,1767.126193
-8.607401,50,1767.439395
-223.059045,82,1767.913295
-335.15654,101,1768.515041
-132.531413,101,1769.094995
63.991349,97,1769.638995
-116.47032,102,1770.195995
16.723672,44,1770.449994
-73.014052,73,1770.868995
120.362316,92,1771.390625
-295.259331,102,1771.99467
-689.233388,101,1772.598349
95.733895,80,1773.020351
-75.768586,102,1773.62735
11.396898,102,1774.197397
-57.454628,67,1774.604199
-62.246514,77,1775.05465
-83.009654,75,1775.491646
21.439343,51,1775.777646
97.423591,93,1776.323646
44.81689,90,1776.834646
14.625984,80,1777.280227
-146.511046,89,1813.778208
-19.607414,67,1814.184178
-73.429632,77,1814.629176
-54.326929,80,1815.089799
214.692952,97,1815.635572
27.930468,68,1816.036572
-199.107415,102,1816.597354
1151.201758,45,1816.85634
-602.801602,102,1817.461339
-40.227351,85,1817.942339
-327.378584,79,1818.37134
-242.269604,97,1818.936339
-67.285599,102,1819.500272
-163.57646,102,1820.078272
87.271934,67,1820.470272
-116.027221,76,1820.927663
-262.850901,85,1821.390661
-265.063149,68,1821.787662
17.267797,59,1822.145294
-109.381977,102,1822.718579
-35.284659,67,1823.114485
-34.663383,102,1823.645741
-219.821081,102,1824.206832
130.663995,88,1824.670979
-356.570012,102,1825.227743
51.580284,88,1859.488223
-228.780945,102,1860.105616
-249.113594,102,1860.680241
48.29538,55,1861.012242
-102.29247,102,1861.595812
6.61371,102,1862.172574
71.588802,67,1862.564702
-22.151797,81,1863.03935
18.074249,77,1863.482351
-556.262008,102,1864.040351
-180.589149,102,1864.609398
-65.769199,59,1864.966399
-71.416284,102,1865.56497
-98.84367,85,1866.031971
52.163793,92,1866.574194
8.266315,47,1866.845544
-124.541565,83,1867.321535
-198.287308,102,1867.880302
85.329666,84,1868.352418
-10.514507,44,1868.631025
154.579041,81,1869.101025
-117.611601,102,1869.667655
-217.211696,102,1870.218654
-71.340437,84,1870.694808
21.022732,60,173.376723,1061.774613,60,1943.720346,7-64.004616,65,1-84.367719,1-222.995636,86,1-8.264933,55-411.62125,10-229.81702,81,1-96.549353,148.106993,93,190-322.323082,102,1910.304991
-57.72463,98,1910.862841
-110.824479,92,1911.374842
-25.519-443.486895,102,1911-45.6341-510.648908,98,191247.16936,39.39345,63,191260.72077952.662678,99,1913.457023
-58.799353,58,191-137.64154-71.834867,83,191441.575441-118.519501,86,191-1157.158712,102,1915.167179
-210.844311,100,1915.767448
-222.354995,102,1916.329449
112.404276,94,1916.866637
-123.365221,97,1917.422318
-365.829274,74,1917.858317
-4-298.531342,102,1918.2533-279.861535,102,1918.749875
-651.652043,96,1952.904173
-43.293087,89,1953.416615
-98.476117,85,1953.919615
0.970945,65,1954.315615
130.76-291.417326,88,1954.-16.1562-403.787531,71,195-187.90145-126.027611,61,195105.781493,84,1956.080682
-9.852998,61,1956.448441
-54.549467,87,1956.949447
-169.189273,91,1957.461649
-21.637032,86,1957.937669
-51.473687,75,1958.35269
-639.435856,84,1958.829257
105.315483,95,1959.361336
1042.531885,87,1959.876645
-86.191601,62,1960.255155
-84.126512,90,1960.776613
-167.981306,102,1961.338613
28.243932,95,1961.873199
-85.20057,71,1962.301203
-252.683885,76,1962.745358
85.853274,78,1963.196001
-89.571-146.435051,101,19-749.43077631.152948,72,19649.019752,90,1994.825728
53.67572,100,1995.385728
91.105203,81,1995.826461
89.468773,102,1996.425378
-100.804654,96,1996.959918
-219.978281,102,1997.516478
-110.761487,77,1997.970533
-83.890232,49,1998.28043
53.005184,69,1998.686908
-146.780013,61,1999.030833
-115.03517,80,1999.493842
64.048199,95,2000.031842
-190.273947,99,2000.603886
24.438282,89,2001.106886
-234.103513,87,2001.626896
-157.647241,89,2002.191894
-108.574745,102,2002.829883
-154.355476,102,2003.458545
-11.976102,74,2003.940101
-144.382128,102,2004.562225
-88.529928,62,2004.976771
93.198012,92,2005.570826
-87.497976,91,2006.146826
-65.747326,98,2039.18813
111.128299,66,2039.619272
-32.322685,73,2040.085271
26.992386,98,2040.687387
-1004.572352,102,2041.361389
-391.788425,91,2041.937501
-336.867406,73,2042.388501
-109.024654,102,2043.046543
94.391159,82,2043.564579
-153.346747,65,2044.006578
-18.34116,100,2044.625129
11.678361,56,2044.952128
15.839706,48,2045.269129
82.687336,89,2045.83476
-19.142392,55,2046.21476
-722.645415,102,2046.851309
-4.509859,45,2047.157308
4.494556,102,2047.799309
-399.546325,91,2048.363133
-34.941157,57,2048.72-313.399.824573,86,2049.26771-31-35.651885,66,2049.7112643-89.788926,83,2050.22926474-65.951766,94,2050.81781-15-267.455941,102,2051.469443
-162.797345,89,2052.041447
-50.920582,70,2082.028772
-11.821578,58,2082.389749.644.075922,92,2082.998772
113.181491,78,2083.515771
-279.437271,102,2084.200772
12.27266,74,2084.648773
141.240717,93,2085.245771
-316.343881,70,2085.712771
45.346874,102,2086.346771
-73.15877,63,2086.752772
13.147292,61,2087.137773
18.428108,65,2087.519-161.54.255275,84,2088.025773-4-97.399719,87,2088.587771
-231.936444,96,2089.177773
-133.350621,76,2089.636797.2-607.271942,99,2090.292014
-120.025853,102,2090.919013
-9.921092,43,2091.214013
54.975162,65,2091-318.749253.851862,68,2092.03105.84-15.55957,89,2092.58922.41-233.170727,90,2093.134.429943.825996,65,2093.5-47.5196.381897,62,2093.970117.1-237.470914,71,2094.41123.76-148.114595,82,2126.200.0119-28.771502,69,2126.23.66865-9.981554,102,2127-764.946452.166012,89,2127.75-112.3-436.65755,75,2128.229-38.883.460894,90,2128.7881-44.66364,98,2129.189156
80.457771,76,2129.666155
-226.479492,92,2130.248155
37.986096,77,2130.735155
-22.524348,75,2131.215156
52.82942,102,2131.842155
30.790721,67,2132.274156
-519.433872,102,2132.916155
-20.252753,71,2133.385156
-98.625879,102,2134.009032
-274.191501,85,2134.533032
-55.029187,71,2134.977031
-237.853151,94,2135.547044--22.153497,67,2135.986043
31.116058,100,2136.607043
53.187325,84,2137.139043
78.522031,79,2137.641043
51.927078,79,2138.137043
-122.571063,73,2138.604056
3.309708,102,2172.317691
-129.04378,88,2172.873681
48.040542,63,2173.287681
98.07172,86,2173.835681
-6.892037,80,2174.33868
-215.75321,82,2174.85168
-76.284251,102,2175.465681
-219.118995,61,2175.855681
59.785334,74,2176.312681
21.434484,74,2176.773681
-41.032938,96,2177.358681
-110.529551,86,2177.87568
-53.955514,68,2178.324681
83.899827,78,2178.821687
124.408564,94,2179.397687
51.473417,65,2179.798687
-216.47828,102,2180.456686
39.403814,77,2180.914688
-34.855911,47,2181.220687
42.713857,71,2181.609688
8.555535,76,2182.087687
-90.664134,89,2182.626686
-311.507083,84,2183.151687
120.467488,91,2183.70069
24.879762,96,2184.27969
-398.800132,84,2216.235775
169.657114,86,2216.775775
208.970627,87,2217.300775
-48.994865,102,2217.953834
-167.700795,56,2218.33556
-47.196086,53,2218.663547
67.069537,73,2219.131545
28.627838,83,2219.674547
-190.369688,94,2220.279546
-793.700765,102,2220.841545
-6.347186,69,2221.252547
27.721552,63,2221.633256
19.771984,102,2222.196255
133.799032,79,2222.644317
63.619389,59,2222.978318
1.892366,67,2223.368317
-79.260759,102,2223.923287
-10.471393,60,2224.277303
72.456389,73,2224.710847
-170.259241,91,2225.217924
38.443988,76,2225.652559
-55.799766,102,2226.227558
17.594317,86,2226.719187
-30.420511,92,2227.256187
-100.980517,102,2227.812138
93.426158,83,2261.22464
-11.986445,60,2261.562306
-60.9068,76,2262.015749
48.108886,78,2262.455929
-233.101533,102,2263.06121
8.927911,73,2263.472838
-403.363254,102,2264.057839
-206.644094,102,2264.61641
36.270815,65,2265.000409
74.433505,68,2265.397409
-108.846047,102,2265.94802
-67.186137,72,2266.36202
-77.982406,81,2266.829556
-24.238144,69,2267.229943
-8.332915,67,2267.601213
101.133002,80,2268.053213
49.275218,66,2268.434824
157.084544,68,2268.863029
-454.457481,100,2269.505753
-1156.356114,102,2270.128034
-21.125592,97,2270.736573
-120.488724,94,2271.328573
-241.194719,54,2271.672191
-105.393747,90,2272.254189
19.996125,47,2272.579241
16.029052,52,2272.882182
-18.082235,97,2309.503517
1182.173831,74,2309.968519
-43.033857,77,2310.459883
-19.553586,86,2311.065963
-127.462269,92,2311.634793
-67.217527,49,2311.958791
-223.676876,98,2312.530791
-42.840004,66,2312.956791
-0.287303,61,2313.371793
45.579917,63,2313.750792
-39.657651,81,2314.291791
-671.915636,102,2314.920792
-166.937816,63,2315.331791
-337.942342,92,2315.922095
24.88845,85,2316.467094
-441.358471,102,2317.10714
41.722238,75,2317.58934
-137.406899,102,2318.24834
-88.187625,102,2318.86434
0.056655,75,2319.34934
-64.115384,62,2319.728341
-32.846857,67,2320.168341
-114.532646,57,2320.545341
91.923893,85,2321.075341
-77.950119,66,2321.475341
-15.979219,73,2321.95634
-187.867104,102,2359.973475
-291.526762,96,2360.605101
-36.080696,86,2361.1541
62.635082,61,2361.5621
-198.54528,101,2362.200101
14.50793,38,2362.442101
16.75792,61,2362.853101
8.996459,102,2363.5041
-8.781465,77,2363.970101
55.538771,52,2364.317101
-357.78644,90,2364.8891
-102.522023,67,2365.3321
69.767566,78,2365.833101
