#{"t_start": 1700641147.756903, "env_id": "None"}
r,l,t
1217.457965,64,165.32734511278.922059,67,166.26996411205.342427,55,167.04951911184.833499,50,167.85351116130.306454,52,168.577147121200.489664,54,169.398788121248.845983,65,170.326399121321.168488,67,171.341961201282.308213,68,172.35952-171236.985296,58,173.1851213.24.253234,47,173.95278111231.125027,55,174.7187811290.119525,67,175.70941811172.360437,52,176.402981111136.906157,49,177.1285411206.387816,46,177.86554
1245.450051,55,178.658116
44.46907,39,179.283717
1191.901965,52,180.075809111200.770213,56,180.86281121319.023966,68,181.91502611135.72161,63,182.847032
1148.677874,49,183.57759
1144.145033,38,184.151197
1256.363643,55,184.899197
81.289407,54,185.701818
212.989886,68,186.677377
1144.347999,58,187.577932
1204.280462,64,188.596531
1162.609227,40,189.216152
11256.961461,65,190.13948111260.313827,64,191.0800491127.969932,53,191.866047
1313.55529,72,195.851244
109.342563,51,196.615925
1202.673767,50,197.329486
87.163509,56,198.162035
1240.01159,62,199.072703
1235.535806,69,200.155344
1175.34925,59,201.006691
110.89603,50,201.74534
164.201501,58,202.609911
1196.139061,46,203.284456
1247.546537,70,204.288007
139.024203,58,205.14707
1222.231075,50,205.80907
1334.823979,68,206.812608
163.523315,62,239.768444
1223.45685,55,240.557063
1292.079576,72,241.583606
1206.954382,51,242.336187
1284.694593,71,243.429738
1140.56614,61,244.343302
1164.738991,54,245.166015
1212.265851,60,246.080598
1161.721812,59,246.998599
1261.543398,65,247.94314
1280.781295,66,248.872699
1087.39743,38,249.503253
1174.315481,59,250.393963
123.323953,65,251.370497
1134.01284,46,252.035066
1283.454391,68,252.979067
1229.894061,47,253.722642
1155.588214,51,254.437252
1264.346081,55,255.332894
1173.065483,51,256.11746
1025.825884,55,256.90446
1262.779354,60,260.767514
1285.925073,56,261.551092
1170.468197,42,262.21368
1157.130373,47,262.910214
1137.477385,51,263.635764
1203.397768,58,264.49882
1187.477739,46,265.134374
1177.521542,46,265.838374
1219.756681,52,266.67393
1211.599085,49,267.355505
1191.704289,43,267.995508
1201.031562,53,268.734182
1238.724885,64,269.689839
1224.193467,65,270.640393
1169.546157,51,271.410965
1266.338822,67,272.471531
1148.988569,50,273.246104
1205.858792,46,273.942104
1198.363606,63,274.915324
1165.724448,39,275.55896
1127.80563,34,276.042506
1245.479791,52,276.780506
1179.780914,47,277.474148
1162.073926,65,278.514703
1249.514006,57,279.338268
1159.377937,45,280.000268
151.641388,60,280.84981
1243.037537,57,281.747021
1309.575637,67,282.732678
167.362655,58,283.56726
1242.787755,63,284.516808
1258.421757,61,285.450374
1149.541584,35,285.979374
144.471957,53,286.720031
207.592447,67,319.137088
1272.01977,61,320.016087
160.885555,64,320.957637
182.496554,63,321.849192
1173.046743,67,325.887415
1243.225674,50,326.640987
1142.947651,46,327.310534
82.902614,56,328.113167
193.987325,62,329.125718
1199.890483,70,330.130271
1257.744553,57,330.99227
1303.534195,72,332.031416
1079.436988,53,332.818418
117.56139,51,333.545062
19.322526,35,334.069225
1154.72533,47,334.769228
61.539089,48,335.464774
18.228509,70,336.512332
1287.804938,69,337.43088
1182.738805,48,338.135509
112.654455,44,338.762836
162.002661,72,339.807405
1265.063309,62,340.739021
116.155537,62,341.572574
1253.979309,58,342.436153
66.7058,42,343.020767
65.096058,66,343.955767
165.084258,58,344.855407
72.542775,40,345.490986
195.234459,59,346.375535
179.397839,75,347.437166
142.936929,58,348.308766
1175.708549,43,348.949767
109.200115,50,349.723312
1265.039327,61,350.589535
1329.507845,72,351.672164
169.442334,61,352.600765
179.942628,61,353.515303
1263.347987,59,354.385938
1174.917681,68,355.35154
1191.361174,68,359.34932
1195.845902,59,360.231873
1121.988044,37,360.737278
209.358541,65,361.749874
212.645561,66,362.71843
124.471581,64,363.655058
63.144756,45,364.340874
1242.407865,60,365.179458
5.296395,35,365.691458
1214.21145,52,366.396013
80.710069,42,367.044584
103.253033,65,368.029173
40.211925,33,397.520999
168.437985,66,398.499555
115.525729,56,399.325188
1217.873348,60,400.249743
129.553217,58,401.116293
183.043945,57,401.99684
100.725711,43,402.638428
1178.078376,43,403.32005
1171.186633,51,404.116628
64.43309,38,404.714628
20.465448,46,405.454258
1207.291044,55,406.257807
1263.117722,59,407.143411
168.012819,56,408.012969
68.895682,52,408.744195
93.051717,44,409.425738
1239.057756,63,410.315314
18.197907,48,411.059861
149.619999,67,412.087463
179.852575,55,412.87946
60.231068,45,413.605078
1242.573221,60,414.471704
1293.713231,66,415.48038
148.197455,69,416.491018
1273.605743,73,417.582634
117.587266,56,421.323905
118.364259,57,422.166459
1282.018224,64,423.149038
236.812437,72,424.233603
165.189914,68,425.314191
1145.041648,35,425.793882
1157.277547,61,426.723457
110.436957,54,427.492078
191.777988,68,428.498633
1164.824715,44,429.170192
213.96987,70,430.162814
53.353042,40,430.737815
191.394021,64,431.700366
1151.695231,55,432.480014
1146.168429,40,433.057642
1190.813794,72,434.113085
1102.917793,33,434.558086
219.165345,73,435.703652
23.659898,38,436.204212
1267.946759,78,437.352766
1171.423096,46,437.998762
1178.302535,50,438.695309
1169.819734,44,439.349865
35.361563,44,440.014414
108.942699,43,440.683422
1138.676408,49,441.408376
126.264161,69,442.46196
98.753287,45,443.130521
1219.549629,58,443.965521
1215.362619,58,444.854078
1239.308449,52,472.604254
1062.902214,39,473.174793
1277.925897,63,474.148425
1185.265298,49,474.839424
1272.290009,75,475.912982
1247.088554,64,476.843529
210.444996,67,477.838161
180.505953,63,481.822526
197.080354,70,482.821138
79.787025,47,483.599694
1203.281223,50,484.302337
1295.246589,74,485.390344
1143.257826,36,485.996345
174.434038,67,486.984957
1156.903525,50,487.77151
171.784662,73,488.895053
1259.16434,66,489.863624
1187.266454,53,490.692261
1330.303176,70,491.812824
1251.709116,62,492.756427
1174.788734,51,493.570974
1285.023421,68,494.597607
1200.984992,68,495.583246
77.233397,54,496.426868
1193.207816,47,497.153505
91.956273,65,498.069294
1281.323469,60,498.998294
1185.197517,49,499.74492
192.566335,66,500.663529
1202.931614,50,501.433097
132.197768,57,502.289734
1159.268877,53,503.068474
1198.288162,59,503.952474
1216.17113,48,504.729051
1161.992728,51,505.47067
1173.960759,47,506.15723
1174.868516,56,507.01523
1213.713363,51,507.806791
1152.391662,44,508.505409
1185.508324,55,509.346038
1283.839546,59,510.215682
1220.697957,61,511.121715
152.785043,64,512.043267
130.884138,51,515.708538
1306.646143,61,516.71815
1233.691405,53,517.481244
1287.462117,58,518.357877
1134.004726,41,518.912875
1195.577332,47,519.607518
1194.763002,43,520.268129
171.35278,80,521.492506
147.111019,68,522.530069
1243.692523,57,550.083349
1158.651489,44,550.69835
1159.65414,49,551.433914
1076.23561,41,552.060508
1278.049231,62,552.985508
1176.659866,58,553.906054
1161.789137,49,554.60469
1171.696273,41,555.255995
1308.341184,60,556.143538
1105.337788,35,556.631538
1184.224035,47,557.330082
191.444604,74,558.479697
95.454436,87,559.739322
1212.11424,55,560.548924
1193.119143,68,561.527639
1259.321133,62,562.497178
1239.044375,60,563.428729
1162.444291,57,564.255283
30.3921,58,565.185893
1178.639674,47,565.824893
49.351935,49,566.603526
1159.745011,50,567.376069
1113.786624,31,567.804067
1205.857972,45,568.487628
1158.330129,40,569.078267
131.453258,55,569.952267
1180.886601,54,570.715828
1173.128486,41,571.334397
1232.455428,55,572.182018
1234.834627,59,576.007657
1158.101113,47,576.736223
1150.437021,57,577.539829
147.077693,63,578.528387
1167.028961,41,579.124948
1207.144884,46,579.789948
1190.768036,47,580.555508
1183.985097,52,581.291066
1234.812662,63,582.195702
1165.09545,43,582.860703
77.267131,40,583.479337
1234.752107,56,584.259957
1214.916594,57,585.119593
1183.423223,55,585.985593
1187.180848,43,586.651227
1074.180548,63,587.637722
1144.068944,38,588.161185.41187.525122,46,588.831206.21303.841873,70,589.916904
1194.896308,49,590.650333
1191.576355,48,591.400746
193.187007,67,592.428288
1193.29535,48,593.169832
1178.695878,52,593.992253
105.031828,57,594.774813
1299.743253,66,595.847355
1109.66961,51,596.626812581252.976142,59,597.489143.11261.200575,66,625.686521
1244.921283,70,626.669094
1216.525529,59,627.519658
1125.698031,37,61196.3379851240.107421,62,6134.751199,1103.556492,41,1170.303614,1204.410589,55,1319.487397,1218.9235,61,631206.336661133.672984,44,631140.6495555.005667,47,63252.7356371290.556133,72,61267.96621156.629108,53,6371182.83561168.816221,44,63870.04244125.713964,64,6391282.78901222.769631,52,6401182.74641246.015398,58,641215.325241293.276194,62,64120.9748671249.80633,59,641142.633811143.064864,39,641227.910161283.348849,74,641205.70556190.970828,65,645.33538
1314.878101,61,646.1240.7451253.966327,75,647.34949
1169.525333,39,647.953489
1215.347145,63,648.939042
1192.029291,48,649.637599
1157.613585,36,650.258143
1186.141336,50,651.068763
1132.849304,49,651.1276.3351188.155176,51,652.1151.0991238.917727,60,653.182.21591258.944587,65,6541155.32361256.217452,59,6551240.11481280.647865,63,6561314.31761313.480069,65,6571143.26281271.374736,62,6571151.06501110.923665,34,651242.701921313.299726,64,651267.413291155.518859,38,651280.802121246.849457,62,661280.041271201.058273,68,661132.824531224.332546,60,661310.73981198.483332,53,6631230.900624,60,663.625995
3.160634,40,664.220995
1194.120412,1194.892351,661228.653381,51122.741679,53201.000484,621249.769058,61281.427948,68,670.627913
1243.514791,59,671.463447
1141.308002,39,671.965447
1297.457167,68,672.922237
1261.765225,64,673.824877
1171.870388,45,674.457877
1282.344093,66,703.167356
1251.740867,60,704.037925
1208.752138,65,704.946568
1168.630661,42,705.566134
1216.26709,61,706.453134
1227.095096,61,707.331683
1197.67488,52,708.143055
1237.782049,55,708.947607
1230.26771,57,709.79389
1204.777693,67,710.816455
1149.019812,39,711.378455
1216.558608,51,712.043086
1180.781003,58,712.934637
171.642112,72,713.983255
1177.748296,56,714.833596
1184.42134,48,715.519136
1136.576494,40,716.156138
1226.309873,57,716.999691
1295.976952,60,717.888319
1249.533654,68,718.918972
1169.281117,58,719.80151
1163.7725,55,720.611064
1188.592623,59,721.449775
1242.946871,62,722.376399
1126.698468,42,723.001962
1210.438708,62,723.951586
1245.74177,52,724.73113
1249.611969,66,725.723754
1192.903654,49,726.445754
1196.360806,49,730.08297
1301.814883,72,731.090554
1217.887705,64,732.129202
1253.07834,66,733.127794
1252.301383,64,734.041374
1158.606068,41,734.726015
1246.489649,61,735.581662
1266.563745,70,736.625247
1235.991971,53,737.406247
1277.603935,67,738.37879
1211.346138,52,739.12035
1228.75366,51,739.832891
46.442664,42,740.496519
1277.322276,59,741.388159
1116.601889,31,741.92472
1190.234069,55,742.72526
1207.887623,76,743.90981
1094.248878,35,744.367812
1212.447051,53,745.207374
1167.225959,71,746.173003
1170.418053,45,746.841583
1258.662222,61,747.768209
1265.645662,70,748.806828
1256.504718,63,776.860314
1178.912268,44,777.494864
1289.187108,63,778.363862
1099.06804,46,778.999419
1206.388727,47,779.73799
1253.654641,53,780.529569
1162.638918,47,781.15457
1279.522411,58,782.080175
1190.66692,54,782.88879
1248.396942,59,783.788403
1228.930248,65,784.731025
1224.287958,57,785.535589
82.915204,46,786.188048
1168.016971,46,786.90359
1226.047084,54,790.65786
74.195314,61,791.574856
1287.377782,63,792.498402
1195.648912,60,793.440405
1280.883298,64,794.337842
1199.707163,63,795.217463
1249.988495,55,796.04611
1298.603063,73,797.117699
1226.157083,59,797.919245
1200.419028,52,798.669985
1266.173873,56,799.517617
1281.407165,74,800.639172
1161.810096,42,801.239172
1212.091326,51,802.037723
1185.802875,46,802.724326
1240.025812,49,803.469927
1260.963503,58,804.370927
1268.160397,61,805.294539
1094.004079,40,805.874163
1288.19869,71,807.015705
1234.285698,57,807.908272
1241.570388,65,808.896883
1187.816276,53,809.755632
1273.371146,56,810.591259
1120.876102,48,811.342257
1307.355771,67,812.348807
1217.35595,65,813.297363
1147.978402,48,814.035995
1169.507257,46,814.771638
1243.589501,51,815.494175
1174.187534,59,816.456892
1201.126631,61,817.329455
1191.803491,57,818.178084
189.347522,68,819.248746
1083.196902,46,819.972294
1256.577961,67,821.023866
1226.062837,56,824.834661
209.289512,66,825.782218
157.713876,72,826.926743
1174.030018,50,855.030496
1245.147562,69,856.046108
1147.779198,54,856.807661
1217.537372,53,857.648215
1273.011239,59,858.544764
1221.798941,57,859.389762
1124.946742,32,859.882385
1109.038367,34,860.381384
1258.811751,58,861.292521
1265.153481,59,862.198087
1251.995773,56,863.044591
1244.690247,63,863.916229
1188.892399,55,864.73779
1261.899278,64,865.790332
1210.329759,50,866.530925
1209.350163,49,867.296921
1134.327313,40,867.899478
1184.140975,43,868.613026
1294.262776,68,869.61558
1128.17356,52,870.45258
1261.286271,65,871.42618
1177.769862,64,872.475441
1308.428548,64,873.489483
1312.289005,62,874.487057
1206.267474,57,875.387057
1210.61693,58,876.23015
1296.647421,63,877.23979
1269.828703,61,878.174435
1158.704889,54,879.052043
1131.589658,37,879.619682
1200.564989,46,880.347683
1312.167796,61,881.337309
1218.00183,68,882.411866
1167.776951,51,886.103743
1251.80923,67,887.140306
1183.110192,44,887.822932
1197.163954,56,888.707503
1233.85224,57,889.578069
1272.429402,73,890.685707
1248.650751,66,891.658348
1132.694838,42,892.318346
1229.758091,49,893.099909
1145.286971,41,893.721454
1232.114849,52,894.46409
1154.758414,46,895.24409
1241.477851,57,896.08272
1266.043266,68,897.152294
1290.063792,62,898.132845
1245.446611,61,899.090068
1228.032676,68,900.076612
1236.330917,56,900.86817
1148.791192,49,901.643721
1304.26817,69,902.688278
1144.603317,40,903.316277
1245.660403,58,931.973337
1256.354422,57,932.770841
1181.443681,54,933.645468
1227.587016,59,934.568722
1208.423894,52,935.324724
1181.365884,59,936.209276
1243.659417,53,937.057869
1312.072385,62,937.992443
1243.348225,61,938.904999
1289.212206,63,939.882564
1244.504531,58,940.772126
1241.543937,59,941.701706
1175.219775,49,942.433705
1146.285646,47,943.183249
1243.855333,58,944.036882
1164.525854,39,944.66951
1150.44187,36,948.180692
1285.720891,64,949.140329
1192.560475,51,949.911934
1253.058168,61,950.805589
1125.873027,46,951.448589
1187.804892,45,952.172229
1176.775603,51,952.931876
1260.134207,56,953.761993
171.499156,61,954.708557
1164.755401,39,955.306556
1183.451768,72,956.361473
1156.760854,51,957.156032
1242.794191,67,958.150578
1223.812149,60,959.026126
1160.921071,47,959.780666
1142.147975,47,960.466668
1168.522402,52,961.241224
137.720174,70,962.251642
1154.31015,44,962.880285
1198.723707,58,963.771924
1154.010505,41,964.403924
1120.33527,32,964.906477
1251.644163,63,965.852096
1266.99292,61,966.792723
1197.412051,54,967.632342
1254.546346,61,968.544896
1248.056225,66,969.525522
1217.021727,54,970.314522
1273.772638,69,971.356066
1114.498165,44,972.014617
1159.879869,52,972.770729
1242.276418,64,973.768575
56.275252,35,974.311575
141.481755,71,975.374189
1187.378469,56,976.218837
1148.706284,44,976.917405
1244.466216,62,977.814954
1295.048681,59,978.730591
1186.30055,68,982.743576
1211.652842,58,1010.586758
1149.909301,42,1011.283757
1246.845766,58,1012.101428
1111.455346,39,1012.650985
1169.843593,47,1013.355583
1247.299247,63,1014.266126
1273.252234,62,1015.194764
1301.733841,68,1016.165323
1162.293999,48,1016.838938
1194.159556,68,1017.84556
1241.361996,58,1018.71611
1155.165612,56,1019.560652
1120.424719,41,1020.140184
1165.016673,48,1020.92274
1284.491577,63,1021.910376
4.562096,40,1022.473932
1281.527273,59,1023.406932
1150.192974,47,1024.08457
1201.031396,59,1024.94667
1202.524003,48,1025.638232
1199.037338,57,1026.476778
1247.049982,60,1027.36378
1178.04971,48,1028.074408
1218.131596,62,1029.030034
1161.400083,47,1029.731678
1083.196135,61,1030.667286
1265.829533,62,1031.570839
1185.664365,54,1032.350507
1202.460618,48,1033.0821
1239.502045,65,1034.027718
1189.85227,42,1034.687267
1230.539903,53,1035.433267
1193.657046,46,1036.146817
-14.389694,52,1036.94246
1300.636372,68,1037.949013
1163.376483,46,1038.657631
140.854501,69,1042.65284
1146.375581,36,1043.17584
1305.131769,68,1044.196469
1240.751388,66,1045.177077
1156.682198,43,1045.836686
1129.854308,39,1046.402686
1150.448871,48,1047.148226
203.333605,66,1048.09183
1246.771626,54,1048.96738
92.820859,54,1049.820007
1309.980841,68,1050.86868
1153.913484,53,1051.728235
1196.684942,42,1052.383237
125.987075,57,1053.229873
206.154031,65,1054.190506
1264.02789,57,1055.100177
1219.096192,48,1055.881825
77.372357,51,1056.60537
44.972589,30,1057.07337
1188.591514,52,1057.875961
1187.678799,44,1085.97009
104.601658,56,1086.833647
1189.974179,58,1087.765245
1198.657489,58,1088.691799
1294.933235,68,1089.726426
1254.352372,68,1090.751979
170.964413,61,1091.761602
1213.521458,52,1092.475173
1157.657515,56,1093.301173
1156.172842,54,1094.123722
1146.034146,57,1095.032314
1247.568263,53,1095.82688
1181.139518,49,1096.589548
81.206419,46,1097.349547
1140.373629,34,1097.870096
120216.336026,60,1099.27443215.01145,73,1099.762227
27.461233.677592,58,1101.11175.151152.07994,33,1104.741290.419844,76,1105.222858
1275.868958,58,1106.105415
159.803334,61,1107.049026
47.416306,42,1107.723581
156.806358,54,1108.530152
150.520696,57,1109.373151
1215.4771278.840742,74,1110.108.024913,49,1110.993448
1144.9501148.009604,50,1112.1257.356737,69,1112.572544
1227.891277,62,1113.5240941230.164945,56,1114.564091111159.418292,63,1115.5436441234.867485,63,1116.474201251210.626759,65,1117.443752041306.661363,63,1118.423122.51234.955033,61,1119.346872
1126.893625,42,1120.031194.31101.627854,39,1120.641097.91193.19642,56,1121.4771242.1170.273117,50,1122.2361236.1304.39044,66,1123.260158
1224.514566,66,1124.281709
1211.87584,56,1125.185309
1249.558828,65,1126.237873
1117.28562,40,1126.828092
1132.367576,50,1127.568655
1160.697433,52,1128.41235.231103.041561,33,1128.8189.0941226.161961,51,1121163.419131244.423629,58,1131228.08861211.91948,60,1131.1293.0911231.994754,61,1132.1182.6881214.517587,57,1133.11.359141143.318784,47,1131163.506241206.108823,60,1131198.85311312.219144,64,11631289.85801291.84771,67,1167.-7.594251190.225512,53,1161201.702781153.34269,43,1169139.40991243.338599,52,117109.89424,1206.94584,51,11137.736161,1222.508851,57,1188.577244,61249.181493,62,192.505996,63,1173.195837
1253.951062,60,1174.117453
117.914361,46,1174.849999
1086.113813,551267.0011,65,11188.301514,1225.288456,57,1131.513927,61170.72516,47,1152.099181,51254.676219,751192.984654,541209.087866,661314.990025,671201.271723,4454.044585,50,11189.696869,1221.429893,57,11306.577044,165.95315,58,111222.62228,196.481878,61,111251.1857991167.514355,40,111286.6940991313.771291,69,11151.408834,1130.476288,50,1142.754153,31236.72987,57,1159.108872,51264.21933,62,11192.513811,1264.782907,69,1188.936136
1174.961451,50,1189.639787
1252.82056,65,1190.61741
1120.653095,41,1191.256412
1124.867245,40,1191.918968
1199.57156,63,1192.926503
1040.856595,63,1193.872071
1279.023167,61,1194.83115
1233.589645,65,1195.782706
1206.894632,50,1196.546256
1165.113772,49,1197.273256
1295.64989,70,1201.38189
1150.249688,45,1202.010889
1201.484532,58,1202.943888
1187.816047,50,1203.712889
1212.09254,45,1204.432889
1212.327028,56,1205.278892
1150.180293,43,1205.945889
1153.667926,55,1206.788889
1241.776829,56,1207.633889
1159.923745,41,1208.29589
1298.523714,67,1209.271889
1142.332336,39,1209.891229.31253.363475,66,1210.895889
1198.122721,56,1211.815891
14.790045,39,1212.36281231235.064895,59,1213.22289
1220.785307,53,1214.055812221158.599478,39,1214.58381161234.890773,64,1243.190881261280.915234,65,1244.194889
1201.89313,64,1245.16289
1240.160613,57,1245.968889
1250.53596,64,1246.901891
1296.134006,68,1247.867892
1239.217971,65,1248.900892
1263.257146,71,1249.984889
1208.095631,56,1250.825889
1275.694063,67,1251.873889
1284.625933,67,1252.973893
1274.579187,75,1254.085891
1223.726811,60,1254.96689
189.295291,65,1255.923889
1232.180241,62,1256.854889
1226.890721,54,1257.685889
1243.252413,68,1258.620889
1135.772189,68,1259.592894
1166.893058,55,1263.43389
1192.687409,63,1264.360891
1267.71753,63,1265.374888
1213.056875,55,1266.21789
1193.63103,52,1267.047967
1198.64772,58,1267.893966
1147.35662,35,1268.386967
1204.058367,55,1269.195968
1221.691452,60,1270.102966
1213.474359,53,1270.92997
1099.060275,40,1271.479966
1318.628426,65,1272.501968
1221.842241,53,1273.244966
1335.797948,66,1274.215967
1189.752571,48,1274.954011
1219.610294,59,1275.930965
1194.501399,45,1276.587965
1200.331169,60,1277.502968
122.637432,51,1278.269967
1116.197773,31,1278.691966
1198.622695,46,1279.418966
1183.599083,48,1280.112967
88.988409,47,1280.812966
1106.529018,35,1281.349967
1167.310795,54,1282.161965
1239.719487,66,1283.162965
1191.077217,53,1283.937967
1163.212813,46,1284.688967
1200.621037,43,1285.264966
1221.693359,55,1286.141965
1239.833605,58,1287.012966
1100.372487,41,1287.620965
1248.556229,57,1288.440965
1268.003874,67,1289.444966
1276.527013,65,1290.410966
1122.047714,35,1317.614969
1297.913159,71,1318.673967
1187.611102,52,1319.402966
1190.167333,44,1320.086966
1161.97175,41,1323.681290.3171.547177,70,1324.7661253.1254.083211,71,1325.7661314.1258.860996,58,1326.651967
1224.888813,52,1327.403966
1194.925491,56,1328.210967
1252.355528,58,1329.058965
1147.070645,52,1329.81276.891172.324428,52,1330.61197.041179.576691,55,1331.41293.711216.600335,54,1332.11188.391171.035687,44,1332.81202.24111313.424661,70,13341302.60301222.211387,59,13351265.19741178.461678,43,13351158.62301281.992704,64,13361094.15321233.788356,54,13371197.49011208.941642,45,13381184.9013162.444428,52,1338.1157.481289.967157,68,1339.41184.57111.395378,63,1340.351154.81148.092081,47,1341.041255.0111241.366321,60,1342.1121.81223.819575,62,1342.491182.1111183.886422,49,1343.1156.0111289.110805,59,1344.1267.9761207.401054,55,1345.1286.0201270.511536,64,1346.1205.4731264.291764,60,1347.1258.8181238.799889,61,1348.1168.8011162.243046,73,1349.35604
1167.625372,50,1350.183038
1218.113172,54,1351.00004
1152.568162,44,1351.675038
1268.672327,58,13521292.51301237.56735,54,1353.351038
1221.45286,51,1354.1319.6671247.796668,67,1358.1238.0691290.155219,64,1359.107038
1189.013562,76,1360.242039
1290.895822,65,1361.182038
1199.077251,64,1362.187039
1179.910673,51,1362.944039
1251.345228,66,1364.033038
1263.903448,63,1364.981038
193.094119,62,1365.939039
1250.430066,56,1366.780039
1148.519311,45,1367.50504
1201.110283,47,1368.170038
1213.7653,49,1395.665039
1207.185694,57,1396.52804
1233.207143,58,1397.427038
1196.061446,53,1398.294041
1257.303938,65,1399.355038
1242.344833,70,1400.402038
1195.700564,56,1401.26204
1159.953965,45,1401.994038
1202.920946,50,1402.749038
1145.311412,45,1403.453039
1230.77767,64,1404.406039
1202.639901,62,1405.361038
1167.694919,63,1406.329038
1290.143799,65,1407.226038
1165.159606,37,1407.785038
1176.14251,42,1408.404038
1233.847998,55,1409.220038
1219.868951,49,1409.945039
1181.910706,50,1410.678038
1101.336965,45,1411.398038
1158.261261.559536,67,1412.31253.81214.877876,61,1413.291180.828814,60,1414.128041
153.383771,81,1415.381038
56.601283.953917,67,1419.1159.6151126.709507,37,1420.1216.421293.868119,69,1421.01220.20139.28664,75,1422.11198.351217.336588,56,14231149.9191215.539437,54,14231249.07701176.722759,50,14241124.3891189.306252,47,1425.1281.211249.949026,64,1426.21148.71210.654434,61,1427.1221.791226.678868,61,1428.11148.571169.088651,51,1428.91149.281108.9513,58,1429.81100.61192.59094,47,1430.5031262.1208.181687,51,1431.321123.01270.186441,67,1432.41981
1291.071897,65,1433.38981
1264.694947,63,1434.44381
1258.731029,69,1435.48881
1246.830711,68,1436.52481
167.945603,69,1437.563809
1272.477486,57,1438.355809
1183.208862,57,1439.210809
1230.152205,51,1440.03581
1249.047516,57,1440.84281
1305.737315,63,1441.80781
1192.403801,53,1442.59781
1276.516405,68,1443.62681
1276.848573,59,1471.630809
1197.975432,52,1472.361809
1163.409098,40,1472.965809
1148.516086,60,1473.894809
1175.556932,49,1474.65381
1159.336454,46,1475.36381
1134.898901,38,1475.91081
1188.56296,65,1479.843809
1196.267105,54,1480.634809
1207.525566,45,1481.284809
1121.150132,36,1481.83181
1248.19176,66,1482.859809
1195.751449,50,1483.55281
1254.387337,61,1484.457809
1176.637463,49,1485.250809
1132.210383,37,1485.81481
1227.152521,53,1486.64781
1175.660678,57,1487.49681
1293.981936,68,1488.47881
1254.395129,52,1489.29281
1143.986007,35,1489.848809
1162.427421,55,1490.702809
1224.158809,52,1491.430809
1301.283011,61,1492.33081
1226.02509,54,1493.12581
1223.139872,54,1493.97281
1142.291833,47,1494.70881
135.859809,56,1495.50881
1192.928816,50,1496.306809
1214.680255,50,1497.05881
1306.873728,64,1497.993809
1235.713996,68,1499.048809
1192.854644,66,1500.09881
1152.173015,43,1500.75481
1287.452653,69,1501.784809
1280.831047,65,1502.836809
1276.80811,72,1503.88881
224.413982,67,1504.87681
1188.632092,51,1505.66381
1204.862561,48,1506.324809
1285.759558,78,1507.53381
