#{"t_start": 1700644600.068403, "env_id": "None"}
r,l,t
1193.009313,55,160.650879
220.421521,65,161.59088
79.00277,48,162.307879
116.220773,46,162.956879
1214.555481,49,163.62688
1171.720251,50,164.345879
162.772797,51,165.074881
1201.935925,64,165.96688
1246.151137,52,166.76688
37.7323071308.601397,67,11303.9159211232.200009,66,11140.9388191298.478014,68,11221.4979521190.926055,52,1140.727602,60.81276.0212341184.1821222.635129,60,171.1208.377153.874565,70,172.416881
1159.99158.332454,484.0860123.8671306.922899,67,174.168.4886227.04502,1269.4121312.413704,65,175.221.484-25.214162.249141,643.6987105.9971243.5667621153.4571245.4831194.5536031172.6341156.3821144.3813881242.421120.77661141.247201210.542552,70,181160.0812678.122831231.660614,54,111206.64781249.6828212261279122.9561309.563389,74,11608.931647,53,184.0412081105.958982,541306.797786,6187.860242,68,185.796879
1183.055772,50175.266204,60209.45318,72,187.544879
1249.8434,56,191.233879
234.016859,65,192.17988
1290.666687,59,193.019879
194.613993,65,193.925879
182.664391,63,194.884883
85.115564,62,195.754881
1308.567525,74,196.74688
186.287867,63,197.641881
213.849206,65,198.584879
1226.193711,64,199.428879
1156.766248,56,200.222881
206.576403,64,201.15288
1180.560176,45,201.758879
1143.065776,66,234.207879
1302.031018,77,235.283881
1238.518926,57,236.038879
1171.054753,52,236.861881
1241.780401,59,237.75988
1286.588381,60,238.654879
72.323077,50,239.35988
1276.642573,58,240.129879
105.003782,57,241.000879
1316.162621,71,241.959879
1155.399522,48,242.664879
81.243043,48,243.320881
119.35666,59,244.090879
219.765555,66,245.035879
1278.814204,75,246.13288
1136.589614,34,246.68588
1098.450452,62,247.57488
1211.59127,61,248.479879
1190.222003,47,249.186879
1302.787111,64,250.130879
204.84512,73,251.13588
139.197893,60,254.994881
1249.161677,68,255.918882
116.527091,54,256.678881
63.959133,46,257.345879
1162.483329,54,258.173879
1252.764851,65,259.086879
1304.86943,73,260.052881
22.851994,34,260.620879
186.245822,64,261.518879
1267.55328,54,262.289879
1288.545953,68,263.354879
56.484532,41,263.907879
114.103431,64,264.822881
1184.41843,47,265.571879
164.860599,64,266.453882
1234.319822,55,267.223881
195.053003,63,268.129879
164.696619,57,269.01688
1295.04619,73,270.088879
1251.045306,64,270.991879
206.826318,68,271.922879
1269.957977,64,272.840879
1313.970136,65,273.737879
161.297925,67,274.696879
182.885376,70,275.761879
3.758375,50,276.504881
1216.139272,48,277.163879
1276.712835,66,278.129879
203.822395,64,279.13088
238.022481,72,311.497879
1144.3312,39,312.10988
59.262027,40,312.64788
1256.200609,54,313.433879
1215.914163,52,314.160881
163.002255,62,315.009881
1107.824182,73,318.955879
1242.974722,59,319.84088
119.1449,44,320.46588
120.712757,60,321.33188
1220.891393,51,322.077879
77.83381,46,322.757879
164.339927,66,323.680879
1239.025447,66,324.626881
1192.851407,53,325.387879
112.739156,69,326.39188
1324.410174,75,327.515879
210.209663,62,328.389879
156.845462,72,329.370879
232.885497,64,330.313879
203.5814,61,331.111879
1225.603362,60,331.950879
1212.483003,53,332.732879
1242.150571,58,333.561881
109.309645,47,334.241879
136.77211,60,335.036879
1251.224995,62,335.925881
1168.047318,55,336.735879
1293.299817,60,337.615882
1150.783894,69,338.60188
1193.909987,50,339.363881
1181.724532,53,340.07888
1281.882637,64,341.029881
1189.89228,53,341.755879
1314.896748,64,342.669882
1277.347944,64,343.643879
201.187413,76,344.732879
189.835795,67,345.721879
1289.379826,71,346.783879
126.569416,56,347.68388
1195.829357,58,351.452879
1275.576276,68,352.419879
73.298683,54,353.236879
1295.248241,72,354.285879
1178.832183,50,355.016879
117.677185,52,355.83288
1348.824554,67,356.820881
236.882859,73,357.886881
98.97209,55,358.736879
1267.747278,57,359.620879
128.509282,54,360.426879
1270.167214,67,392.757879
88.073681,63,393.78588
1189.460975,47,394.492879
1171.581076,45,395.210879
1129.424457,53,395.986879
1301.075034,74,397.173879
1212.115868,53,398.03088
75.880203,39,398.651879
1151.924352,45,399.369879
167.719346,66,400.35588
216.086974,75,401.524879
26.535188,74,402.64788
1249.860994,57,403.461879
1153.822756,48,404.232879
1211.962152,67,405.255879
1265.876827,68,406.320879
162.001913,57,407.188879
1292.035423,67,408.146879
1192.769442,55,408.948879
1179.934521,54,409.81588
1091.219587,45,410.487879
117.02491,49,411.188881
202.207602,72,412.221883
1161.293302,42,412.832879
28.681076,50,416.595882
53.13455,57,417.448879
131.840329,52,418.20688
1272.198616,56,419.013881
1251.407702,61,419.932879
38.592288,63,420.90488
1314.968186,78,422.106881
1129.72973,36,422.62488
1210.46852,50,423.340879
110.87188,55,424.162882
109.985455,59,425.038879
1275.801724,62,425.983879
1303.944606,63,426.947879
176.342229,73,428.032879
1235.702622,72,429.066879
1141.812935,44,429.707879
1174.934185,49,430.406881
1302.904812,63,431.359869
1217.367739,59,432.22387
120.735567,54,433.054868
1209.992323,58,433.90587
115.350314,52,434.687869
1190.053833,45,435.359869
1249.899316,59,436.193869
1239.943207,66,437.121869
1258.232855,67,438.137868
1169.283327,50,438.845869
-14.379851,43,439.467869
1139.235949,40,467.939868
1171.65084,61,468.861869
71.218047,46,469.590869
1112.697494,48,470.29587
1163.10041,44,470.926869
187.101589,71,472.01687
87.349401,57,472.826869
22.774731,37,473.416869
222.743453,64,474.376869
1342.275337,68,478.318869
183.042067,77,479.440869
1193.38331,51,480.180869
1181.370812,56,480.958868
1289.395447,67,481.954869
1197.621861,51,482.671869
1167.664219,45,483.27987
91.566339,48,483.920871
115.379514,50,484.671869
1199.008025,56,485.511869
99.692881,68,486.44487
1157.496635,57,487.282869
119.46081,55,488.136868
109.971749,52,488.881868
1253.493783,55,489.69387
164.627385,69,490.73187
1193.652669,51,491.43087
1174.915922,50,492.18087
1309.072502,68,493.127871
80.475409,51,493.889869
158.373925,67,494.848869
141.721676,56,495.59087
1112.822168,57,496.515868
1250.408508,69,497.496869
130.554858,59,498.410869
23.8865,59,499.263869
98.123175,66,500.225869
1256.258489,65,501.068869
1168.250785,48,501.821869
1261.944709,67,502.806869
1319.725277,71,503.818871
1208.8275,51,504.600868
1205.548158,59,505.510869
1201.306385,51,506.235868
1269.978579,56,507.091871
1294.061884,75,511.035869
160.80393,68,512.108869
1286.03105,70,513.08687
128.664261,59,513.940868
1255.801567,67,514.875869
149.874881,58,515.74387
1270.0807,72,516.856872
188.763073,67,545.438869
194.378929,61,546.332869
1181.51994,59,547.198869
1324.561621,65,548.206871
161.256857,69,549.245869
1241.558918,56,550.087868
127.919407,65,551.01187
1293.496569,68,552.058869
237.838081,65,552.991869
143.422351,72,554.10587
1271.504474,72,555.149869
187.235203,70,556.200868
1187.122181,69,557.188869
1160.750556,45,557.834871
1281.392587,71,558.867868
65.801386,49,559.584869
1206.242435,54,560.38887
1158.329599,43,561.027868
1199.845448,64,561.926869
1192.739992,50,562.669869
1232.138186,57,563.505869
1261.934346,63,564.438869
1158.832251,45,565.055869
188.962477,72,566.087869
8.130607,56,566.86687
1212.620815,47,567.513872
1258.779762,64,571.361869
41.598723,74,572.426869
167.392894,61,573.345869
1170.860073,47,573.985871
195.889585,63,574.868869
1138.371249,47,575.557871
1176.833134,44,576.237869
1194.123545,53,576.919868
142.04764,54,577.698869
1158.218983,53,578.48187
15.742165,55,579.279869
116.594299,59,580.102869
1257.859291,61,580.92987
1185.780873,44,581.54887
1257.22771,57,582.316869
1203.71728,46,582.992868
108.526641,46,583.72087
78.836136,47,584.378869
1323.868046,79,585.495868
210.463533,70,586.518871
82.861901,42,587.186869
165.828989,60,587.983869
166.004713,60,588.833869
171.726527,64,589.770869
184.775344,67,590.77187
150.392866,67,619.256872
124.167213,55,620.019869
134.643897,66,620.933871
205.232393,64,621.874869
155.421841,64,622.750868
86.232113,53,623.57887
103.481346,54,624.432871
54.89358,53,625.22387
174.99937,79,626.370872
93.004127,48,627.093869
169.14407,58,630.88487
86.89067,54,631.63987
164.098484,64,632.634869
160.7262,55,633.45987
37.160405,42,634.11687
60.778078,44,634.814869
145.366512,57,635.645871
194.275663,58,636.404871
121.139718,52,637.17287
190.517808,74,638.25687
102.174022,49,639.079869
49.563146,40,639.639877
183.488893,64,640.596872
67.075039,42,641.240871
49.915771,36,641.784869
93.570766,68,642.707869
128.89402,56,643.609869
40.650246,44,644.228871
69.260546,51,644.960872
75.344671,50,645.651869
60.904692,45,646.281868
59.23927,35,646.864869
93.781535,49,647.626878
229.70372,65,648.579869
33.323097,33,648.997871
216.710968,69,650.058872
197.985771,61,650.915869
126.370239,60,651.763869
89.088125,48,652.462869
80.054668,44,652.99387
37.535652,60,653.93587
106.905099,50,654.738869
61.457933,55,655.516871
61.431113,45,656.196868
44.904167,49,656.917869
128.546242,52,657.69087
139.614918,57,658.505868
180.428982,64,659.435869
109.934933,46,660.177872
120.141391,51,663.834869
96.415016,44,664.479869
29.639358,39,665.043869
133.071848,60,665.95787
200.976184,66,666.93687
143.150897,57,667.728869
121.789294,48,668.494869
132.567776,63,698.253869
128.539986,48,699.048869
136.878504,69,700.04687
111.126393,48,700.752868
140.849974,61,701.660868
204.266146,69,702.694869
157.693166,62,703.56787
90.583197,46,704.289868
110.31881,48,705.019869
106.396485,46,705.702869
102.670261,53,706.434868
72.749045,46,707.093873
228.198871,74,708.241871
121.00943,67,709.229868
78.514425,48,709.957869
152.938862,55,710.757868
261.583351,78,711.823869
56.47261,44,712.521869
55.061883,34,713.028871
66.904252,38,713.603868
129.166146,52,714.33487
94.892746,41,714.997871
160.020947,62,715.88187
159.353979,69,716.94687
98.625695,53,717.756868
137.915597,53,718.554869
156.473596,56,719.367871
16.349699,42,719.98487
109.374445,58,720.838869
205.662702,69,721.93287
204.399721,76,725.981908
70.900062,54,726.77087
42.244301,49,727.555869
162.777707,61,728.464869
160.164388,70,729.44387
14.992096,45,730.165869
33.627586,44,730.84187
232.203759,65,731.823869
125.052036,50,732.592869
63.808861,53,733.346869
157.264322,60,734.299872
98.74651,46,735.043869
168.567215,65,736.02087
138.581014,57,736.86687
105.41043,49,737.616872
127.194229,52,738.37487
66.403231,39,738.984869
84.761868,53,739.72587
122.899179,62,740.63887
88.769972,49,741.378915
141.3058,59,742.311869
50.114287,38,742.86187
119.701368,52,743.67187
90.552809,47,744.379869
111.23215,66,745.374869
160.885324,56,774.119964
77.80736,46,774.796584
52.815867,36,775.360582
89.1724,63,776.306238
85.241639,43,776.921783
58.253207,45,777.640337
191.154476,59,778.502892
53.118498,38,779.109894
134.486231,60,779.999522
58.443117,39,780.612075
127.237088,56,781.480076
66.537535,48,782.196709
106.506511,71,783.268312
66.531708,42,783.913811
56.853668,38,784.456811
89.800722,47,788.201061
111.695283,55,789.002699
57.868993,31317.489973,63129.91441,551255.561921,125.809255,51,71150.58701678.80513,54,791.1230.44208.628493,64,792.801148.9108.87801,50,793.52761185129.333377,58,794.313631111.052807,61,795.283182
165.492989,71,796.328767
89.860988,57,797.185376
70.936145,39,797.826011
155.722457,50,798.56601
113.070731,51,799.325267
3.9119114.322408,58,799190.48611224.280436,70,80097.09876161.5933,58,801.2179.4541188.779732,59,802.125.55951246.496106,60,803.044264
1159.850982,41,803.724264
1160.992586,46,804.388263
1234.312337,58,805.256264
66.148378,60,806.117264
1265.554524,59,807.027264
145.167076,63,807.996264
1204.324737,62,808.909264
1152.199845,43,809.557264
1220.935661,48,810.302264
1196.50206,46,811.027264
174.928791,62,811.963267
1173.165312,47,812.706264
1155.948947,47,813.442264166.894238,45,814.099265
134.296205,60,815.05826473111.990864,51,815.7572613281.479721,50,816.436264121274.194586,57,817.2922616388.914113,60,821.137267161269.108267,72,822.1882687.1204.06083,53,822.99125.301233.036921,61,823.155.98111259.206684,65,853187.568761189.043543,52,8535.002801,1185.614996,48,233.634468,6158.674323,81,88.357428,401311.479306,63,856.705264
146.60777,68,857.700264
31.280718,52,858.430265
165.273292,67,859.456264
150.328695,59,860.355264
169.654223,70,861.341264
1158.792039,43,861.959264
92.760548,51,862.701264
1224.501035,69,863.706264
88.469999,55,864.480264
1232.35297,63,865.500263
1219.789988,56,866.314265
1236.769853,64,867.292264
1141.988877,54,868.087265
1274.366507,60,869.013264
1132.726974,45,869.639264
1227.403487,65,870.561264
1153.537278,44,871.17326519177.345987,63,872.0632641763.459807,48,872.80326431255.159945,59,873.6812135.211.719375,80,874.925264
1228.242837,65,875.839264
95.408139,46,876.505264
1090.340613,51,877.250264
1216.25521,55,878.076264
1246.899449,52,878.947264
1334.334814,68,882.854264
1230.210999,68,883.954266
1240.644043,69,884.930264
1100.357852,59,885.815265
125.72435,54,886.595264
1128.840253,4226.766673,67,1210.058434,177.649627,62,81120.492375,54,888.985267
101.517905,53,889.805264
1217.1165.144493,74,891.0991213.209279,49,891.336264
72.186.694051,66,892.7041281.07071,64,892.979264
138.497431,71,894.009264
1192.430935,54,894.786264
1168.147114,53,895.544264
1183.594937,66,896.544264831168.031089,44,897.1942121.204.086032,65,898.1562164.1159.881592,65,899.147158.61302.791329,74,928.97175.241191.102811,56,929.882.1728132.363073,53,930.49.349831152.855256,63,931.554264
1145.44462,40,932.184264
1188.15475,51,932.943264
1202.606801,5159.824524,64,1337.11351,74,934.902264
1152.343673,50,935.695265
1247.801505,65,936.674264
1238.302237,57,937.577264
189.795594,64,938.576264
1175.795829,50,939.334264
1162.124557,58,940.165263
1197.525103,63,941.111264
1132.92302,34,941.630264
1250.902315,55,945.408264
1199.161487,74,946.799264198.816937,62,947.677263
21291.445299,68,948.0892103.169.208486,85,949.339264
1243.274891,59,950.268264
1233.639473,57,951.124264
1055.602752,56,951.964264
1349.644682,71,953.029264
1239.930368,70,954.057264
1225.46883,61,954.974265
1213.006784,59,955.908264
1317.912979,63,956.810265
176.825562,63,957.768264
107.362523,51,958.546264
1178.384122,46,959.245264
179.974638,69,960.266264
1116.103912,50,961.008264
1152.103968,42,961.631264
1270.677897,59,962.537266
-87.983732,58,963.383264
1204.842473,56,964.229264
161.015022,70,965.219264
1181.684481,47,965.960264
1149.40799,56,966.821264
1177.111537,51,967.5822648126.693178,55,968.417264
1053.497652,54,969.251264
145.0955,70,970.300264
39.155664,45,970.937265
1287.373483,79,972.080264
146.404643,66,973.165264
1154.33479,44,973.805264
105.713784,66,974.782265
1312.516871,74,978.856908
1076.689937,47,979.551908
1278.786264,66,1008.037908
1165.486483,52,1008.810935
1245.695924,65,1009.822909
1207.724317,61,1010.776909
184.968916,73,1011.823908
1079.87383,73,1012.895909
1237.060755,53,1013.674908
21.125814,37,1014.207908
168.996236,59,1015.081909
1268.267033,63,1016.018908
1139.948885,53,1016.818908
161.267818,56,1017.664961
141.630223,57,1018.473961
1265.685527,64,1019.414961
1098.691505,72,1020.469961
1152.858649,53,1021.200961
91.364488,54,1021.968961
146.794201,64,1022.917961
26.897374,48,1023.59496211219.040955,55,1024.3579611147.987236,70,1025.452961
1300.454752,75,1026.476963
1205.590787,63,1027.459961
1166.05656,46,1028.184961
1224.709053,49,1028.846961331253.266653,63,1029.697961
1155.72519,66,1030.651962
30.955981,67,1031.686961
1192.786717,69,1032.690961
1193.921532,49,1033.380963
192.240791,74,1034.483961
137.906044,67,1035.487961
1251.789751,64,1039.438961
1202.762174,56,1040.323961
1274.196819,55,1041.182961
110.875621,59,1042.050961
1146.086388,40,1042.636961
1277.982857,64,1043.624964
1279.103928,70,1044.640962
1294.247014,62,1045.637964
1195.245764,55,1046.487961
115.362653,54,1047.308961
1230.36623,60,1048.245961
1154.726267,55,1049.109961
189.85437,73,1050.196961
1280.01944,64,1051.101961
175.36587,66,1052.064961
1128.599096,54,1052.866961
171.525281,69,1053.883961
1306.331556,65,1082.848961
1085.029214,45,1083.519962
54.60484,39,1084.12296211204.136311,80,1085.343964
21.013696,53,1086.145963
1202.753905,50,1086.921962
1154.80189,42,1087.526962
1255.074504,66,1088.618962
53.385257,54,1089.390961
-21.872862,58,1090.266961
1232.097357,59,1091.115961
1185.407772,52,1091.903961
1249.276613,70,1092.925961
1264.298972,73,1094.025961
1268.925899,61,1094.933961
1135.347682,53,1095.691962
1263.834337,63,1096.609962
16.827534,50,1097.409961
138.833159,55,1101.173961
1207.047177,73,1102.232961
18.291995,47,1102.947961
141.163315,63,1103.924961
1235.779208,70,1104.931961
1170.113734,46,1105.599961
68.719586,63,1106.522961
1282.038897,70,1107.641962
1257.886934,68,1108.636961
1224.419588,65,1109.613961
1191.299108,59,1110.493962
1288.305416,63,1111.429962
1119.605105,38,1112.020962
43.954242,39,1112.587961
1195.970748,55,1113.415963
-21.227691,62,1114.422961
1142.170024,42,1115.039962
1275.250897,68,1116.047961
1268.336537,56,1116.883963
1224.65621,60,1117.745962
96.745161,53,1118.537961
1287.075183,72,1119.638961
1123.803346,46,1120.322961
1289.587732,72,1121.389961
1185.997031,49,1122.116961
1155.01674,49,1122.817961
1193.812713,62,1123.718961
1258.929169,66,1124.658961
1158.389165,43,1125.302961
9.306445,41,1125.886961
1257.451677,67,1126.856961
1212.788935,55,1127.648961
1209.510783,52,1128.407961
1220.722778,64,1129.334961
1194.809017,58,1130.179963
1330.835586,66,1159.322961
1179.46245,45,1162.896961
1124.491138,47,1163.592962
1196.996626,53,1164.367961
1256.872877,60,1165.177961
1123.734063,63,1166.112962
1202.694365,54,1166.854961
194.373508,69,1167.808961
1211.031097,63,1168.761963
1212.596176,60,1169.645961
1217.43971,48,1170.307961
76.9396,40,1170.830962
1132.290409,61,1171.708961
1166.63394,40,1172.304962
1178.27979,76,1173.345961
1298.53563,68,1174.293961
1228.654037,50,1175.049962
1293.961543,71,1176.095961
1197.563389,57,1176.901962
1171.467466,41,1177.495961
1265.862234,60,1178.362961
1217.442687,60,1179.233961
142.039783,59,1180.113961
115.199084,50,1180.876961
1206.954493,46,1181.545962
1165.240743,44,1182.241961
100.16499,61,1183.108961
1274.93959,65,1184.043961
1305.476277,61,1184.955961
1123.703669,46,1185.606962
1130.457154,65,1186.553962
1127.676817,61,1187.432961
1306.893451,66,1188.381961
1249.23246,58,1189.223961
1305.901329,72,1190.226961
1184.478101,63,1191.120964
1214.249266,51,1194.874961
1333.769593,65,1195.815961
1203.78993,66,1196.736962
1214.799283,57,1197.547961
1207.075653,61,1198.448963
1223.41642,56,1199.264961
1310.977738,61,1200.166961
1283.718543,69,1201.134962
1256.735891,71,1202.131961
1224.048413,53,1202.951962
1206.851866,54,1203.750963
1217.290279,53,1204.555964
1248.512851,60,1205.403961
1234.139475,57,1206.233961
1149.519201,40,1206.840961
1208.128001,56,1207.663961
149.267562,65,1237.046961
123.548984,63,1237.914961
1156.32252,42,1238.514961
135.871504,66,1239.473961
1101.225108,39,1240.046961
85.589871,64,1240.963961
1153.963007,38,1241.500962
117.159285,62,1242.437962
1285.771319,61,1243.309962
1114.60411,39,1243.792961
1264.407241,62,1244.658962
1201.301151,70,1245.646961
121.597044,66,1246.627961
1234.289099,68,1247.539963
72.602139,51,1248.322961
1161.531449,40,1248.943961
1193.982151,48,1249.678961
1175.1256.663989,72,1251.0831136.1229.849156,58,1251.9001286.1149.110883,48,1252.5691243152.448866,77,1256.615951171311.52597,66,1257.600959
1263.613703,63,1258.570961
75.122101,51,1259.254959
1207.536551,68,1260.256961
205.834655,73,1261.371958
1141.238945,46,1262.065958
1210.205761,51,1262.803958121202.596687,54,1263.570958121219.484654,53,1264.3489588.1163.301226,42,1264.943126.01129.339962,67,1265.91229.281237.262895,60,1266.80696
1251.727876,64,1267.804958
78.085466,50,1268.508912821201.005701,50,1269.254912161112.294067,54,1270.1019116872.089688,39,1270.6859591394.819151,56,1271.480958
1303.572226,71,1272.545958121175.864553,44,1273.12796196.790507,66,1274.11996
1233.822369,62,1275.04896
1174.715102,50,1275.756958
1171246.458989,78,1276.316961251.011063,64,1277.446958
174.160805,67,1278.420958
1224.639552,73,1279.472958
1172.210978,58,1280.295958
1257.369449,67,1281.309958
1186.51413,50,1282.002959
224.477349,67,1283.018958
1288.691559,69,1311.493958
211.162686,71,1312.615959
1162.665005,43,1313.238958
218.16742,68,1317.135959
180.853304,57,1318.02396
1294.671756,68,1318.957958
1171.491779,45,1319.636959
1192.456341,67,1320.620958
125.82921,68,1321.69096
159.506213,65,1322.622958
1167.06373,54,1323.441958
1175.654338,52,1324.158958
159.152719,69,1325.224958
103.400254,49,1325.939958
1233.981009,51,1326.744958
161.473119,62,1327.626958
1121.818677,51,1328.342959
1179.245155,60,1329.204958
1160.494181,49,1329.94296
1272.573022,70,1330.989959
1212.239291,48,1331.72696
1164.011536,50,1332.514958
1225.117365,71,1333.581958
1139.064308,54,1334.349958
213.905691,74,1335.424958
155.060383,59,1336.318959
1201.661638,58,1337.1221259.1262.347816,67,1338.086961
1127.28327,38,1338.698.5471216.585041,70,1339.750958
1256.69117,53,1340.532958
1150.951329,57,1341.373959
105.700412,46,1342.08396
1269.341605,66,1343.063958
1161.457195,57,1343.895959
1304.273561,68,1344.862958
1276.045195,63,1345.817007
1154.001618,391293.144513,66211.527434,74,1350.502958
1142.151834,56,1351.400958
1281.678042,63,1352.29696
217.739577,63,1353.277958
1268.221433,71,1354.326958
126.401708,62,1355.341961
1180.883709,49,1356.102959
1211.583358,65,1357.064958
1277.324969,64,1358.062959
164.760225,55,1358.882958
1222.497667,71,1359.88396
1186.698266,54,1360.653958
1178.58181,48,1361.379958
1275.515009,68,1390.056958
1215.716049,46,1390.721959
1152.416031,53,1391.632958
1178.215457,49,1392.36295812155.689515,63,1393.279958121274.347979,68,1394.300958
1190.044221,53,1395.127959
124.440967,56,1395.960959
1144.274349,52,1396.75996
1238.9409,65,1397.776958
1162.26912,53,1398.58096
1248.290003,61,1399.531178
1317.324523,72,1400.711804
1186.7102,64,1401.673473
1235.044951,65,1402.642023
119.661493,55,1403.480577
1222.846296,64,1404.477218
1159.286746,48,1405.206219
1187.575385,42,1405.82885
165.069098,78,1407.082469
1183.475936,55,1407.890024
1301.215394,62,1408.866579
1265.622941,63,1412.746805
1234.081405,65,1413.642359
1215.815477,59,1414.640905
1281.692717,74,1415.702525
1225.875291,71,1416.830146
172.286954,58,1417.76369
1229.481262,52,1418.574247
1235.871004,66,1419.458795
194.44668,70,1420.626426
1261.791059,62,1421.557059
1239.608977,67,1422.586596
1238.421207,50,1423.331598
169.775182,67,1424.393244
1270.970234,79,1425.655323
1301.415941,74,1426.799226
1172.384582,47,1427.508779
151.716985,70,1428.583357
199.485027,68,1429.659965
1142.54743,63,1430.575541
1215.729126,58,1431.43854
71.098844,42,1432.091166
1153.491555,37,1432.639788
1275.039329,61,1433.526337
959.956181,57,1434.384338
151.615865,56,1435.248888
1157.781786,53,1436.009538
128.828413,61,1436.889182
1270.298195,73,1465.985064
87.484206,61,1466.992061
1161.307053,61,1467.94106
1305.89013,77,1469.122061
106.504729,43,1469.78606
1242.542394,55,1470.592061
1254.113229,59,1474.418061
121.814739,62,1475.37206
1161.149269,36,1475.924061
1216.770222,52,1476.73906
1177.92099,53,1477.59406
1175.623579,54,1478.43506
1154.864056,47,1479.11306
109.508458,54,1479.92206
1210.03591,59,1480.799061
1170.537273,48,1481.56306
1201.920063,56,1482.447061
1261.664607,64,1483.369062
1177.073829,76,1484.57206
1309.653849,71,1485.71806
162.655572,64,1486.642062
104.626015,47,1487.36306
1155.813818,43,1488.00506
1189.930399,69,1489.06106
1214.869457,47,1489.81906
128.366935,52,1490.581061
1227.185063,55,1491.371062
1212.189921,50,1492.09906
1282.805956,64,1493.05106
1209.351113,50,1493.823061
196.473546,66,1494.80306
41.266233,38,1495.359061
1313.859484,62,1496.3540223.1302.051049,69,1497.40612741259.799652,62,1498.319062
1138.837894,48,1499.06006
148.014543,71,1500.11206
1199.048401,62,1501.017061
1275.691621,62,1501.93106
1047.562566,68,1502.971102
228.76103,66,1503.94206
1149.458743,55,1504.78706
142.088659,63,1508.735662
1165.81856,63,1509.71566
1181.709381,60,1510.565661
1146.527615,48,1511.290661
1189.103857,47,1512.04666
1243.354108,58,1512.913662
81.779565,47,1513.632662
1215.706066,47,1514.338696
102.201897,48,1515.036696
1242.507112,61,1515.91066
33.482231,42,1516.51966
24.561322,46,1517.126126.61312.658922,74,1544.932662
1199.827423,58,1545.784662
101.064079,49,1546.55666
1164.523532,47,1547.21280.741145.395594,44,1547.91224.141196.93901,60,1548.86124.861194.060442,57,1549.71196.641223.02307,59,1550.571311.71258.062388,68,1551.581206.6149.924957,52,1552.35372.051158.646406,51,1553.11162.261271.412905,70,1554.1191.3711199.217123,61,1555.068913
116.036159,48,1555.898912
206.915862,69,1556.86149.811237.813736,66,1557.81294.8659.355649,40,1558.491214.51168.634795,46,1559.161187.189792,58,1559.387918
1111.099925,57,1560.292917
87.670796,64,1561.318917
131.282937,62,1562.258914
1193.461223.108489,51,1563.31161.971182.044326,56,1564.237.28001183.900594,56,15651309.5149144.253861,76,1569.149.00401247.819014,66,15701299.97871177.988376,54,15701208.31461169.662134,63,15711155.5613165.252199,66,1572.1144.7851275.156281,69,1573.753912
1175.822996,44,1574.425913
1262.39315,67,1575.31253.721268.31905,68,1576.473912
